_,Name,AccountNumber,Nvt_External_Id__c,ParentId,twodcms__Active__c,WOD_2__Business_Units__c,WOD_2__Warranty_Account_Type__c,Nvt_Warranty_Dealer_Type__c,Phone,BillingCountry,BillingState,BillingCity,BillingStreet,BillingPostalCode,ShippingCountry,ShippingState,ShippingCity,ShippingStreet,ShippingPostalCode,CurrencyIsoCode,Nvt_DSM__c,twodcms__Primary_Email_Id__c,Nvt_Region__c,Issues
[Account],Navitas David Rose - NSL-DR,NSL-DR,NSL-DR,,No,C&I,OEM,,423-602-0610,US,GA,LAFEYETTE,367 TANGLEWOOD,30728,US,GA,LAFEYETTE,367 TANGLEWOOD,30728,USD,,dummy@tavant.com,Southern,
[Account],Navitas Kevin Minnifee - NSL-KM2,NSL-KM2,NSL-KM2,,No,C&I,OEM,,4698812020,US,GA,Savannah,611 East River St,31401,US,GA,Savannah,611 East River St,31401,USD,,dummy@tavant.com,Southern,
[Account],Navitas Systems,NAVSYS,NAVSYS,,Active,C&I,OEM,,,US,MI,Ann Arbor,5949 Jackson Rd.,48103,US,MI,Ann Arbor,5949 Jackson Rd.,48103,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Nestle - Corona, CA",NESTL-CA,NESTL-CA,,Active,C&I,Customer,,951-339-0601,US,CA,Corona,2637 Sierra Del Leon,92882,US,CA,Corona,2637 Sierra Del Leon,92882,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Nestle - Fort Wayne, IN",NESTL-FW,NESTL-FW,,Active,C&I,Customer,,,US,IN,Fort Wayne,3426 N Wells Street,46808,US,IN,Fort Wayne,3426 N Wells Street,46808,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Nestle - Indianapolis, IN",NESTL-IN,NESTL-IN,,Active,C&I,Customer,,262-720-2649,US,IN,INDIANAPOLIS,1301 S KEYSTONE AVE,46203,US,IN,INDIANAPOLIS,1301 S KEYSTONE AVE,46203,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Nestle Purina - Allentown, PA",NESTL-PA,NESTL-PA,,Active,C&I,Customer,,610-442-2873,US,PA,ALLENTOWN,2050 POPE ROAD,18103,US,PA,Allentown,2050 POPE ROAD,18103,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pepsi - Munster, IN",TOY_NB2,TOY_NB2,,Active,C&I,Customer,,,,,,,,US,IN,Munster,9300 Calumet Ave.,46321,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],NEW BERN TRANSPORT,TOY_NEWB,TOY_NEWB,,Active,C&I,Customer,,,US,IN,INDIANAPOLIS,5411 W 78TH STREET,46268-4150,US,IN,INDIANAPOLIS,5411 W 78TH STREET,46268-4150,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Nissan North America, Inc. - Smyrna, TN",NIS01,NIS01,,Active,C&I,Customer,,,US,TN,Smyrna,983 Nissan Drive 48D,37167,US,TN,Smyrna,983 Nissan Drive 48D,37167,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],NITCO,HYS-NITC,HYS-NITC,,Active,C&I,Dealer,Truck Dealer,,US,CT,Wallingford,150 North Plains Industrial Rd,6492,US,CT,Wallingford,150 North Plains Industrial Rd,6492,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],NITCO LLC,HYS-NIT1,HYS-NIT1,,Active,C&I,Dealer,Truck Dealer,978-658-5900,US,MA,Wilmington,6 Jonspin Road,1887,US,MA,Wilmington,6 Jonspin Road,1887,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],NITCO LLC,HYSNIT6,HYSNIT6,,Active,C&I,Dealer,Truck Dealer,508-842-3880,US,MA,Shrewsbury,230 Cherry Street,1545,US,MA,Shrewsbury,230 Cherry Street,1545,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Norbord - Solway, MN",407-NORB,407-NORB,,Active,C&I,Customer,,,US,MN,4409 Northwood Rd. NW,Solway,56678,US,MN,4409 Northwood Rd. NW,Solway,56678,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],NORLIFT,425-NOR,425-NOR,,Active,C&I,Dealer,Truck Dealer,,US,WA,SPOKANE,512 N FANCHER,99212,US,WA,SPOKANE,512 N FANCHER,99212,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],NPX One - Reading PA,408-NPX1,408-NPX1,,Active,C&I,Customer,,,US,PA,Reading,4275 Reding Crest Ave,19605,US,PA,Reading,4275 Reding Crest Ave,19605,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Owens Illinois - Windsor, CO",470-OWEN,470-OWEN,,Active,C&I,Customer,,,US,CO,Windsor,11133 Eastman Park Drive,80550,US,CO,Windsor,11133 Eastman Park Drive,80550,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"P&G - Inwood, WV",PANDG,PANDG,,Active,C&I,Customer,,304-776-6900,US,WV,Inwood,1861 Development Dr,25428,US,WV,Inwood,1861 Development Dr,25428,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"P&G - Alexandria, LA",TMH-PGLA,TMH-PGLA,,Active,C&I,Customer,,,US,LA,Pineville,3701 Monroe Highway,71360,US,LA,Pineville,3701 Monroe Highway,71360,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"P&G - Browns Summit, NC",LIF1-PG1,LIF1-PG1,,Active,C&I,Customer,,,US,NC,BROWNS SUMMIT,6200 BRYAN PARK ROAD 1020394-P&G,27214,US,NC,BROWNS SUMMIT,6200 BRYAN PARK ROAD 1020394-P&G,27214,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"P&G - Inwood, WV",HYS07,HYS07,,Active,C&I,Customer,,,US,WV,Inwood,396 Development Dr,25428,US,WV,Inwood,396 Development Dr,25428,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"P&G - Jackson, GA",HYS-PGGA,HYS-PGGA,,Active,C&I,Customer,,,US,GA,JACKSON,950 LOGISTICS PARKWAY,30233,US,GA,JACKSON,950 LOGISTICS PARKWAY,30233,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"P&G - Moreno Valley, CA",HYS-PGMV,HYS-PGMV,,Active,C&I,Customer,,,US,CA,MORENO VALLEY,16110 COSMOS STREET,92551,US,CA,MORENO VALLEY,16110 COSMOS STREET,92551,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"P&G - Morris, IL",HYS-PGIL,HYS-PGIL,,Active,C&I,Customer,,,US,IL,MORRIS,222 WEST AIRPORT ROAD,60450,US,IL,MORRIS,222 WEST AIRPORT ROAD,60450,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"P&G - Oxnard, CA",HYS-PGCA,HYS-PGCA,,Active,C&I,Customer,,,US,CA,OXNARD,800 N RICE AVE,93030,US,CA,OXNARD,800 N RICE AVE,93030,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"P&G - Shippensburg, PA",HYS-PGPA,HYS-PGPA,,Active,C&I,Customer,,,US,PA,Shippensburg,9300 Olde Scotland,17257,US,PA,Shippensburg,9300 Olde Scotland,17257,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"P&G - Vandalia, OH",HYS-PGOH,HYS-PGOH,,Active,C&I,Customer,,,US,OH,Vandalia,1800 Union Airpark Blvd,45377,US,OH,Vandalia,1800 Union Airpark Blvd,45377,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"P&G - Wilmer, TX",PG_WTX,PG_WTX,,Active,C&I,Customer,,,US,TX,Wilmer,101 Mars Rd.,75172,US,TX,Wilmer,101 Mars Rd.,75172,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"P&G / Tambrands Inc - Auburn, ME",HYS-PGME,HYS-PGME,,Active,C&I,Customer,,,US,ME,Auburn,2879 Hotel Road,25428,US,ME,Auburn,2879 Hotel Road,25428,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],Pape Material Handling,HYS03,HYS03,,Active,C&I,Dealer,Truck Dealer,,US,OR,Tigard,7000 SW Sandburg Rd,97223,US,OR,Tigard,7000 SW Sandburg Rd,97223,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],Pape Material Handling,HYS-PAP6,HYS-PAP6,,Active,C&I,Dealer,Truck Dealer,,US,CA,Manteca,947 Lobos Ct.,95336,US,CA,Manteca,947 Lobos Ct.,95336,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pape Materials Handling, Inc",HYSPAP2,HYSPAP2,,Active,C&I,Dealer,Truck Dealer,909-334-7800,US,CA,Fontana,14535 Rancho Vista Drive,92335,US,CA,Fontana,14535 Rancho Vista Drive,92335,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pape' Materials Handling, Inc",HYS-PAP1,HYS-PAP1,,Active,C&I,Dealer,Truck Dealer,775-356-9333,US,NV,Sparks,25 Vista Boulevard,89434,US,NV,Sparks,25 Vista Boulevard,89434,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pape' Materials Handling, Inc",HYSPAP23,HYSPAP23,,Active,C&I,Dealer,Truck Dealer,206-722-5800,US,WA,Seattle,9892 40th Avenue South,98118,US,WA,Seattle,9892 40th Avenue South,98118,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pape' Materials Handling, Inc",HYSPAP26,HYSPAP26,,Active,C&I,Dealer,Truck Dealer,253-926-4386,US,WA,Fife,1307 54th Avenue East,98424,US,WA,Fife,1307 54th Avenue East,98424,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pape' Materials Handling, Inc",HYSPAP3,HYSPAP3,,Active,C&I,Dealer,Truck Dealer,509-545-1959,US,WA,Pasco,1224 North California,99301,US,WA,Pasco,1224 North California,99301,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pape' Materials Handling, Inc",HYSPAP33,HYSPAP33,,Active,C&I,Dealer,Truck Dealer,916-641-3434,US,CA,Sacramento,2410 Grand Avenue,95838,US,CA,Sacramento,2410 Grand Avenue,95838,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pape' Materials Handling, Inc",HYSPAP4,HYSPAP4,,Active,C&I,Dealer,Truck Dealer,559-487-1160,US,CA,Fresno,3732 South Bagley Avenue,93725,US,CA,Fresno,3732 South Bagley Avenue,93725,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pape' Materials Handling, Inc",HYSPAP42,HYSPAP42,,Active,C&I,Dealer,Truck Dealer,925-521-5400,US,CA,Concord,210 Mason Circle,94520,US,CA,Concord,210 Mason Circle,94520,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pape' Materials Handling, Inc",HYSPAP43,HYSPAP43,,Active,C&I,Dealer,Truck Dealer,661-393-3673,US,CA,Bakersfield,34782 Lencioni Avenue,93308,US,CA,Bakersfield,34782 Lencioni Avenue,93308,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pape' Materials Handling, Inc",HYSPAP49,HYSPAP49,,Active,C&I,Dealer,Truck Dealer,562-692-9311,US,CA,City of Industry,2600 Peck Road Special Products,90601,US,CA,City of Industry,2600 Peck Road Special Products,90601,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pape' Materials Handling, Inc",HYSPAP5,HYSPAP5,,Active,C&I,Dealer,Truck Dealer,510-659-4100,US,CA,Fremont,47132 Kato Road,94538,US,CA,Fremont,47132 Kato Road,94538,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pape' Materials Handling, Inc",HYSPAP52,HYSPAP52,,Active,C&I,Dealer,Truck Dealer,805-487-7572,US,CA,Oxnard,1061 Industrial Road,93030,US,CA,Oxnard,1061 Industrial Road,93030,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pape' Materials Handling, Inc",HYSPAP7,HYSPAP7,,Active,C&I,Dealer,Truck Dealer,562-692-9311,US,CA,City of Industry,2615 PELLISSIER PLACE,90601,US,CA,City of Industry,2615 PELLISSIER PLACE,90601,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Algona, WA",HYSPCA38,HYSPCA38,,Active,C&I,Customer,,,US,WA,Algona,501 10th Avenue North,98001,US,WA,Algona,501 10th Avenue North,98001,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Allentown, PA",PCA-APA,PCA-APA,,Active,C&I,Customer,,,,,,,,US,PA,Allentown,7451 Cetronia Rd.,18106,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Arlington, TX",HYSPCA35,HYSPCA35,,Active,C&I,Customer,,(817) 633-8842,US,TX,Arlington,1001 113th Street,76011,US,TX,Arlington,1001 113th Street,76011,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Arlington-Hexacomb, TX",HYSPCA99,HYSPCA99,,Active,C&I,Customer,,(817) 633-8842,US,TX,Arlington,500 113th Street,76011,US,TX,Arlington,500 113th Street,76011,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Atlanta, GA",HYS-PCA6,HYS-PCA6,,Active,C&I,Customer,,,US,GA,ATLANTA,3200 LAKEWOOD AVE,30344,US,GA,ATLANTA,3200 LAKEWOOD AVE,30344,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Bedford Park, IL",HYSPCA30,HYSPCA30,,Active,C&I,Customer,,708-821-1513,US,IL,Bedford Park,5445 W. 73rd St,60638,US,IL,Bedford Park,5445 W. 73rd St,60638,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Burley, ID",HYS-PCA4,HYS-PCA4,,Active,C&I,Customer,,,US,ID,Burley,1544 W 27th Street,83318,US,ID,Burley,1544 W 27th Street,83318,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Burlington, WI",HYSPCA23,HYSPCA23,,Active,C&I,Customer,,,US,WI,BURLINGTON,6247 PINE STREET,53105,US,WI,BURLINGTON,6247 PINE STREET,53105,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Chicago, IL",HYSPCA28,HYSPCA28,,Active,C&I,Customer,,708-805-9336,US,IL,Chicago,5555 W 73rd Street,60638,US,IL,Chicago,5555 W 73rd Street,60638,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Chicago, IL",WWF01,WWF01,,Active,C&I,Customer,,708-805-9336,US,IL,Chicago,838 Patton Dr.,60666,US,IL,Chicago,838 Patton Dr.,60666,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Conrad, IA",HYSPCA34,HYSPCA34,,Active,C&I,Customer,,,US,IA,Conrad,502 W Center Street,50621,US,IA,Conrad,502 W Center Street,50621,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Denver, CO",PCA-DEN,PCA-DEN,,Active,C&I,Customer,,303-573-5333,US,CO,Denver,13400 E. 39th Ave,80239,US,CO,Denver,13400 E. 39th Ave,80239,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Donna, TX",HYSPCA22,HYSPCA22,,Active,C&I,Customer,,,US,TX,DONNA,2111 HESTER AVE STE A,78537,US,TX,DONNA,2111 HESTER AVE STE A,78537,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Edmore, MI",HYSPCA42,HYSPCA42,,Active,C&I,Customer,,,US,MI,Edmore,1106 Industrial Park,48829,US,MI,Edmore,1106 Industrial Park,48829,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Fairfield, OH",PCA-FOH,PCA-FOH,,Active,C&I,Customer,,,,,,,,US,OH,Fiairfield,3840 Port Union Rd.,45014,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Farmville, NC",HEXA-01,HEXA-01,,Active,C&I,Customer,,219-765-5537,US,NC,FARMVILLE,9156 WEST MARLBORO ROAD,27828,US,NC,FARMVILLE,9156 WEST MARLBORO ROAD,27828,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Garland, TX",HYS-PCA9,HYS-PCA9,,Active,C&I,Customer,,,US,TX,GARLAND,2510 W MILLER ROAD,75041-1311,US,TX,GARLAND,2510 W MILLER ROAD,75041-1311,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Gas City, IN",HYSPCA29,HYSPCA29,,Active,C&I,Customer,,765-677-5239,US,IN,Gas City,520 South First Street,46393,US,IN,Gas City,520 South First Street,46393,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Grandville, MI",HYSPCA19,HYSPCA19,,Active,C&I,Customer,,,US,MI,GRANDVILLE,3251 CHICAGO DRIVE SW,49418,US,MI,GRANDVILLE,3251 CHICAGO DRIVE SW,49418,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Hanover, PA",HYSPCA45,HYSPCA45,,Active,C&I,Customer,,,US,PA,Hanover,435 Gitts Run Rd,17331,US,PA,Hanover,435 Gitts Run Rd,17331,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Harrisonburg, VA",HYS-PCA3,HYS-PCA3,,Active,C&I,Customer,,,US,VA,Harrisonburg,930 Pleasant Valley Road,22801,US,VA,Harrisonburg,930 Pleasant Valley Road,22801,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Heborn, OH",HYSPCA32,HYSPCA32,,Active,C&I,Customer,,614-207-4123,US,OH,Hebron,111 Enterprise Dr.,43025,US,OH,Hebron,111 Enterprise Dr.,43025,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Honea Path, SC",HYSPCA36,HYSPCA36,,Active,C&I,Customer,,,US,SC,Honea Path,12105 Belton Honea Path Hwy,29654,US,SC,Honea Path,12105 Belton Honea Path Hwy,29654,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Houston, TX 1",HYGPCA41,HYGPCA41,,Active,C&I,Customer,,8323619606,US,TX,Houston,8820 Clay Rd,77080,US,TX,Houston,8820 Clay Rd,77080,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Houston, TX 2",HYGPCA51,HYGPCA51,,Active,C&I,Customer,,8323619606,US,TX,Houston,10600 Telge Rd. Suite 100,77095,US,TX,Houston,10600 Telge Rd. Suite 100,77095,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - International Falls, MN",HYSPCA41,HYSPCA41,,Active,C&I,Customer,,218-910-0066,US,MN,International Falls,400 2nd Street,56649,US,MN,International Falls,400 2nd Street,56649,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Kingsburg, CA 1",HYSPCA11,HYSPCA11,,Active,C&I,Customer,,,US,CA,KINGSBURG,909 UNION STREET,93631,US,CA,KINGSBURG,909 UNION STREET,93631,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Kingsburg, CA 2",HYSPCA09,HYSPCA09,,Active,C&I,Customer,,,US,CA,Kingsburg,13281 S. Golden State Blvd.,93631,US,CA,Kingsburg,13281 S. Golden State Blvd.,93631,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Las Vegas, NV",HYSPCA49,HYSPCA49,,Active,C&I,Customer,,,US,NV,Las Vegas,5840 Donovan Way North Suite 101,89115,US,NV,Las Vegas,5840 Donovan Way North Suite 101,89115,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Liverpool, NY",HYSPCA44,HYSPCA44,,Active,C&I,Customer,,,US,NY,Liverpool,4471 Steelway Blvd S,13090,US,NY,Liverpool,4471 Steelway Blvd S,13090,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Livonia, MI",HYSPCA58,HYSPCA58,,Active,C&I,Customer,,,US,MI,Livonia,31774 Enterprise Dr.,48150,US,MI,Livonia,31774 Enterprise Dr.,48150,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Livonia, MI",PCA-150,PCA-150,,Active,C&I,Customer,,734-744-7978,US,MI,Livonia,11870 Hubbard St,48150,US,MI,Livonia,11870 Hubbard St,48150,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Los Angeles, CA",HYSPCA20,HYSPCA20,,Active,C&I,Customer,,323-252-8350,US,CA,LOS ANGELES,4240 BANDINI BLVD,90058,US,CA,LOS ANGELES,4240 BANDINI BLVD,90058,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Madison, AL",HYSPCA10,HYSPCA10,,Active,C&I,Customer,,,US,AL,MADISON,222 CELTIC DRIVE,35758,US,AL,MADISON,222 CELTIC DRIVE,35758,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Marshalltown, IA",HYSPCA08,HYSPCA08,,Active,C&I,Customer,,,US,IA,Marshalltown,1402 S 17th Ave,50158,US,IA,Marshalltown,1402 S 17th Ave,50158,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Marshfield, WI",PCA57,PCA57,,Active,C&I,Customer,,,US,WI,Marshfield,2601 S. Galvin Ave.,54449,US,WI,Marshfield,2601 S. Galvin Ave.,54449,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - McClellan, CA",HYSPCA52,HYSPCA52,,Active,C&I,Customer,,602-821-0056,US,CA,McClellan,4841 Urbani Ave,95652,US,CA,McClellan,4841 Urbani Ave,95652,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Miami Gardens, FL",PCA-MGFL,PCA-MGFL,,Active,C&I,Customer,,,,,,,,US,FL,Miami,15600 NW 15th Ave,33169,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Miami, FL",HYSPCA48,HYSPCA48,,Active,C&I,Customer,,,US,FL,Miami,3500 Northwest 110th Street,33167,US,FL,Miami,3500 Northwest 110th STreet,33167,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Miami, FL",HYS-PCA8,HYS-PCA8,,Active,C&I,Customer,,,US,FL,Miami,"11350 NW 25th Street, Ste 116",33172,US,FL,Miami,"11350 NW 25th Street, Ste 116",33172,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Middletown, OH",HYSPCA46,HYSPCA46,,Active,C&I,Customer,,,US,OH,Middletown,1824 Baltimore St.,45042,US,OH,Middletown,1824 Baltimore St.,45042,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Milwaukee, WI",HYSPCA47,HYSPCA47,,Active,C&I,Customer,,,US,WI,Milwaukee,5600 W Good Hope Road,53223,US,WI,Milwaukee,5600 W Good Hope Road,53223,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Morganton, NC",HYSPCA27,HYSPCA27,,Active,C&I,Customer,,,US,NC,MORGANTON,114 DIXIE BLVD,28655,US,NC,MORGANTON,114 DIXIE BLVD,28655,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Nampa, ID",HYSPCA50,HYSPCA50,,Active,C&I,Customer,,208 573 3819,US,ID,Nampa,1808 E. Chisolm Dr.,83687,US,ID,Nampa,1808 E. Chisolm Dr.,83687,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - New Oxford, PA",HYSPCA24,HYSPCA24,,Active,C&I,Customer,,,US,PA,NEW OXFORD,201 S COLLEGE STREET,17350,US,PA,NEW OXFORD,201 S COLLEGE STREET,17350,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Newark, OH",HYSPCA15,HYSPCA15,,Active,C&I,Customer,,,US,OH,Newark,205 S 21st Street,43055,US,OH,Newark,205 S 21st Street,43055,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - North Chesterfield, VA",HYSPCA54,HYSPCA54,,Active,C&I,Customer,,,US,VA,North Chesterfield,2903 Walmsley Blvd,23234,US,VA,North Chesterfield,2903 Walmsley Blvd,23234,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Northampton, MA",HYS-PCA7,HYS-PCA7,,Active,C&I,Customer,,,US,MA,Northampton,525 Mt Tom Road,1060,US,MA,Northampton,525 Mt Tom Road,1060,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Omaha, NE",HYSPCA51,HYSPCA51,,Active,C&I,Customer,,208 573 3819,US,NE,Omaha,1002 Missouri Ave,68107,US,NE,Omaha,1002 Missouri Ave,68107,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Opelika, AL",HYSPCA37,HYSPCA37,,Active,C&I,Customer,,,US,AL,Opelika,3200 Hi Pack Drive,36801,US,AL,Opelika,3200 Hi Pack Drive,36801,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Pearl, MS",HYS-PCA5,HYS-PCA5,,Active,C&I,Customer,,,US,MS,Pearl,100 Willie Drive,39208,US,MS,Pearl,100 Willie Drive,39208,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"PCA - Pittsburgh, PA",HYSPCA33,HYSPCA33,,Active,C&I,Customer,,412-580-0521,US,PA,Pittsburgh,100 Papercraft Ave,15238,US,PA,Pittsburgh,100 Papercraft Ave,15238,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
