Name,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,Phone,AccountNumber,CurrencyIsoCode,WOD_2__Business_Units__c,WOD_2__Warranty_Account_Type__c,twodcms__Active__c,twodcms__Primary_Email_Id__c,Nvt_DSM__c,Nvt_External_Id__c,Nvt_Region__c,Nvt_Warranty_Dealer_Type__c
Navitas - Chris Richter - NSL-CR,,2638 S 7th Street,Philadelphia,PA,19148,US,2638 S 7th Street,Philadelphia,PA,19148,US,734-773-5071,NSL-CR,USD,C&I,OEM,No,dummy@tavant.com,,NSL-CR,Eastern,
Navitas - Chris Richter - NSL-CR2,,681 Flowing Springs Road c/o Holiday Inn Express,Charles town,WV,25438,US,681 Flowing Springs Road c/o Holiday Inn Express,Charles town,WV,25438,US,734-773-5071,NSL-CR2,USD,C&I,OEM,No,dummy@tavant.com,,NSL-CR2,Eastern,
Navitas - Chris Richter - NSL-CR4,,130 Rhume St,Nesquehoning,PA,18240,US,130 Rhume St,Nesquehoning,PA,18240,US,,NSL-CR4,USD,C&I,OEM,No,dummy@tavant.com,,NSL-CR4,Eastern,
Navitas - Eric Morgan - NSL-EM1,,4747 W. Noble Ave,Visalia,CA,93277,US,4747 W. Noble Ave,Visalia,CA,93277,US,734-800-5133,NSL-EM1,USD,C&I,OEM,No,dummy@tavant.com,,NSL-EM1,Western,
Navitas - Eric Morgan - NSLEM10,,2423 Bushwood Dr.,Aurora,IL,60506,US,2423 Bushwood Dr.,Aurora,IL,60506,US,,NSLEM10,USD,C&I,OEM,No,dummy@tavant.com,,NSLEM10,Midwest,
Navitas - Eric Morgan - NSL-EM10,,621 Blair Road,Lisle,IL,60532,US,621 Blair Road,Lisle,IL,60532,US,,NSL-EM10,USD,C&I,OEM,No,dummy@tavant.com,,NSL-EM10,Midwest,
Navitas - Eric Morgan - NSL-EM11,,161 East Louise Ave.,Lathrop,CA,95330,US,161 East Louise Ave.,Lathrop,CA,95330,US,,NSL-EM11,USD,C&I,OEM,No,dummy@tavant.com,,NSL-EM11,Western,
Navitas - Eric Morgan - NSL-EM12,,3600 Morse Rd. Ste. A.,Columbus,OH,43230,US,3600 Morse Rd. Ste. A.,Columbus,OH,43230,US,,NSL-EM12,USD,C&I,OEM,No,dummy@tavant.com,,NSL-EM12,Midwest,
Navitas - Eric Morgan - NSL-EM14,,11450 West Hilton Way,Avondale,AZ,85323,US,11450 West Hilton Way,Avondale,AZ,85323,US,,NSL-EM14,USD,C&I,OEM,No,dummy@tavant.com,,NSL-EM14,Western,
Navitas - Eric Morgan - NSL-EM15,,5220 Forest Drive,New Albany,OH,43054,US,5220 Forest Drive,New Albany,OH,43054,US,,NSL-EM15,USD,C&I,OEM,No,dummy@tavant.com,,NSL-EM15,Midwest,
Navitas - Eric Morgan - NSL-EM16,,2863 Ford Rd,Vincennes,IN,47591,US,2863 Ford Rd,Vincennes,IN,47591,US,,NSL-EM16,USD,C&I,OEM,No,dummy@tavant.com,,NSL-EM16,Midwest,
Navitas - Eric Morgan - NSL-EM2,,2435 S 47th Street,Phoenix,AZ,85034,US,2435 S 47th Street,Phoenix,AZ,85034,US,734-800-5133,NSL-EM2,USD,C&I,OEM,No,dummy@tavant.com,,NSL-EM2,Western,
Navitas - Eric Morgan - NSL-EM3,,2430 Marine Ave,Redondo Beach,CA,90278,US,2430 Marine Ave,Redondo Beach,CA,90278,US,734-800-5133,NSL-EM3,USD,C&I,OEM,No,dummy@tavant.com,,NSL-EM3,Western,
Navitas - Eric Morgan - NSL-EM4,,21333 Hawthorne Blvd,Torrance,CA,90503,US,21333 Hawthorne Blvd,Torrance,CA,90503,US,734-800-5133,NSL-EM4,USD,C&I,OEM,No,dummy@tavant.com,,NSL-EM4,Western,
Navitas - Eric Morgan - NSL-EM5,,4921 Sisk Road,Salida,CA,95368,US,4921 Sisk Road,Salida,CA,95368,US,734-800-5133,NSL-EM5,USD,C&I,OEM,No,dummy@tavant.com,,NSL-EM5,Western,
Navitas - Eric Morgan - NSL-EM7,,3723 Nazareth Rd.,Easton,PA,18045,US,3723 Nazareth Rd.,Easton,PA,18045,US,,NSL-EM7,USD,C&I,OEM,No,dummy@tavant.com,,NSL-EM7,Eastern,
Navitas - Eric Morgan - NSL-EM8,,1020 Wilkinson Trace,Bowling Green,KY,42103,US,1020 Wilkinson Trace,Bowling Green,KY,42103,US,,NSL-EM8,USD,C&I,OEM,No,dummy@tavant.com,,NSL-EM8,Midwest,
Navitas - Eric Morgan - NSL-EM9,,3003 Corporate West Dr.,Lisle,IL,60532,US,3003 Corporate West Dr.,Lisle,IL,60532,US,,NSL-EM9,USD,C&I,OEM,No,dummy@tavant.com,,NSL-EM9,Midwest,
Navitas - Joni Martinez - NSL-JM,,35 Via Caseta,Rancho Santa Margarita,CA,92688,US,35 Via Caseta,Rancho Santa Margarita,CA,92688,US,949-742-8212,NSL-JM,USD,C&I,OEM,No,dummy@tavant.com,,NSL-JM,Western,
Navitas - Mike Buettner - NSL-MB3,,3723 Easton Nazareth Hwy,Easton,PA,18045,US,3723 Easton Nazareth Hwy,Easton,PA,18045,US,,NSL-MB3,USD,C&I,OEM,No,dummy@tavant.com,,NSL-MB3,Eastern,
Navitas - Phil Tapia - NSL-PT,,5703 Pennswood Ave.,Lakewood,CA,90712,US,5703 Pennswood Ave.,Lakewood,CA,90712,US,,NSL-PT,USD,C&I,OEM,No,dummy@tavant.com,,NSL-PT,Western,
Navitas - Phil Tapia - NSL-PT1,,2901 Healthcare Way,Modesto,CA,95356,US,2901 Healthcare Way,Modesto,CA,95356,US,,NSL-PT1,USD,C&I,OEM,No,dummy@tavant.com,,NSL-PT1,Western,
Navitas - Tim Wilson - NSL-TW,,46575 Delta Drive,Decatur,MI,49045,US,46575 Delta Drive,Decatur,MI,49045,US,734-800-5133,NSL-TW,USD,C&I,OEM,No,dummy@tavant.com,,NSL-TW,Midwest,
Navitas - Vincent Bartoline - NSL-VB,,10 Grace Place,Barnegat,NJ,8005,US,10 Grace Place,Barnegat,NJ,8005,US,734-800-5133,NSL-VB,USD,C&I,OEM,No,dummy@tavant.com,,NSL-VB,Eastern,
Navitas David Rose - NSL-DR,,367 TANGLEWOOD,LAFEYETTE,GA,30728,US,367 TANGLEWOOD,LAFEYETTE,GA,30728,US,423-602-0610,NSL-DR,USD,C&I,OEM,No,dummy@tavant.com,,NSL-DR,Southern,
Navitas Kevin Minnifee - NSL-KM2,,611 East River St,Savannah,GA,31401,US,611 East River St,Savannah,GA,31401,US,4698812020,NSL-KM2,USD,C&I,OEM,No,dummy@tavant.com,,NSL-KM2,Southern,
Navitas Systems,,5949 Jackson Rd.,Ann Arbor,MI,48103,US,5949 Jackson Rd.,Ann Arbor,MI,48103,US,,NAVSYS,USD,C&I,OEM,Active,dummy@tavant.com,,NAVSYS,Midwest,
"Nestle - Corona, CA",,2637 Sierra Del Leon,Corona,CA,92882,US,2637 Sierra Del Leon,Corona,CA,92882,US,951-339-0601,NESTL-CA,USD,C&I,Customer,Active,dummy@tavant.com,,NESTL-CA,Western,
"Nestle - Fort Wayne, IN",,3426 N Wells Street,Fort Wayne,IN,46808,US,3426 N Wells Street,Fort Wayne,IN,46808,US,,NESTL-FW,USD,C&I,Customer,Active,dummy@tavant.com,,NESTL-FW,Midwest,
"Nestle - Indianapolis, IN",,1301 S KEYSTONE AVE,INDIANAPOLIS,IN,46203,US,1301 S KEYSTONE AVE,INDIANAPOLIS,IN,46203,US,262-720-2649,NESTL-IN,USD,C&I,Customer,Active,dummy@tavant.com,,NESTL-IN,Midwest,
"Nestle Purina - Allentown, PA",,2050 POPE ROAD,ALLENTOWN,PA,18103,US,2050 POPE ROAD,Allentown,PA,18103,US,610-442-2873,NESTL-PA,USD,C&I,Customer,Active,dummy@tavant.com,,NESTL-PA,Eastern,
"Pepsi - Munster, IN",,,,,,,9300 Calumet Ave.,Munster,IN,46321,US,,TOY_NB2,USD,C&I,Customer,Active,dummy@tavant.com,,TOY_NB2,Midwest,
NEW BERN TRANSPORT,,5411 W 78TH STREET,INDIANAPOLIS,IN,46268-4150,US,5411 W 78TH STREET,INDIANAPOLIS,IN,46268-4150,US,,TOY_NEWB,USD,C&I,Customer,Active,dummy@tavant.com,,TOY_NEWB,Midwest,
"Nissan North America, Inc. - Smyrna, TN",,983 Nissan Drive 48D,Smyrna,TN,37167,US,983 Nissan Drive 48D,Smyrna,TN,37167,US,,NIS01,USD,C&I,Customer,Active,dummy@tavant.com,,NIS01,Southern,
NITCO,,150 North Plains Industrial Rd,Wallingford,CT,6492,US,150 North Plains Industrial Rd,Wallingford,CT,6492,US,,HYS-NITC,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-NITC,Eastern,Truck Dealer
NITCO LLC,,6 Jonspin Road,Wilmington,MA,1887,US,6 Jonspin Road,Wilmington,MA,1887,US,978-658-5900,HYS-NIT1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-NIT1,Eastern,Truck Dealer
NITCO LLC,,230 Cherry Street,Shrewsbury,MA,1545,US,230 Cherry Street,Shrewsbury,MA,1545,US,508-842-3880,HYSNIT6,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSNIT6,Eastern,Truck Dealer
"Norbord - Solway, MN",,Solway,4409 Northwood Rd. NW,MN,56678,US,Solway,4409 Northwood Rd. NW,MN,56678,US,,407-NORB,USD,C&I,Customer,Active,dummy@tavant.com,,407-NORB,Midwest,
NORLIFT,,512 N FANCHER,SPOKANE,WA,99212,US,512 N FANCHER,SPOKANE,WA,99212,US,,425-NOR,USD,C&I,Dealer,Active,dummy@tavant.com,,425-NOR,Western,Truck Dealer
NPX One - Reading PA,,4275 Reding Crest Ave,Reading,PA,19605,US,4275 Reding Crest Ave,Reading,PA,19605,US,,408-NPX1,USD,C&I,Customer,Active,dummy@tavant.com,,408-NPX1,Eastern,
"Owens Illinois - Windsor, CO",,11133 Eastman Park Drive,Windsor,CO,80550,US,11133 Eastman Park Drive,Windsor,CO,80550,US,,470-OWEN,USD,C&I,Customer,Active,dummy@tavant.com,,470-OWEN,Western,
"P&G - Inwood, WV",,1861 Development Dr,Inwood,WV,25428,US,1861 Development Dr,Inwood,WV,25428,US,304-776-6900,PANDG,USD,C&I,Customer,Active,dummy@tavant.com,,PANDG,Eastern,
"P&G - Alexandria, LA",,3701 Monroe Highway,Pineville,LA,71360,US,3701 Monroe Highway,Pineville,LA,71360,US,,TMH-PGLA,USD,C&I,Customer,Active,dummy@tavant.com,,TMH-PGLA,Southern,
"P&G - Browns Summit, NC",,6200 BRYAN PARK ROAD 1020394-P&G,BROWNS SUMMIT,NC,27214,US,6200 BRYAN PARK ROAD 1020394-P&G,BROWNS SUMMIT,NC,27214,US,,LIF1-PG1,USD,C&I,Customer,Active,dummy@tavant.com,,LIF1-PG1,Southern,
"P&G - Inwood, WV",,396 Development Dr,Inwood,WV,25428,US,396 Development Dr,Inwood,WV,25428,US,,HYS07,USD,C&I,Customer,Active,dummy@tavant.com,,HYS07,Eastern,
"P&G - Jackson, GA",,950 LOGISTICS PARKWAY,JACKSON,GA,30233,US,950 LOGISTICS PARKWAY,JACKSON,GA,30233,US,,HYS-PGGA,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-PGGA,Southern,
"P&G - Moreno Valley, CA",,16110 COSMOS STREET,MORENO VALLEY,CA,92551,US,16110 COSMOS STREET,MORENO VALLEY,CA,92551,US,,HYS-PGMV,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-PGMV,Western,
"P&G - Morris, IL",,222 WEST AIRPORT ROAD,MORRIS,IL,60450,US,222 WEST AIRPORT ROAD,MORRIS,IL,60450,US,,HYS-PGIL,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-PGIL,Midwest,
"P&G - Oxnard, CA",,800 N RICE AVE,OXNARD,CA,93030,US,800 N RICE AVE,OXNARD,CA,93030,US,,HYS-PGCA,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-PGCA,Western,
"P&G - Shippensburg, PA",,9300 Olde Scotland,Shippensburg,PA,17257,US,9300 Olde Scotland,Shippensburg,PA,17257,US,,HYS-PGPA,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-PGPA,Eastern,
"P&G - Vandalia, OH",,1800 Union Airpark Blvd,Vandalia,OH,45377,US,1800 Union Airpark Blvd,Vandalia,OH,45377,US,,HYS-PGOH,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-PGOH,Midwest,
"P&G - Wilmer, TX",,101 Mars Rd.,Wilmer,TX,75172,US,101 Mars Rd.,Wilmer,TX,75172,US,,PG_WTX,USD,C&I,Customer,Active,dummy@tavant.com,,PG_WTX,Southern,
"P&G / Tambrands Inc - Auburn, ME",,2879 Hotel Road,Auburn,ME,25428,US,2879 Hotel Road,Auburn,ME,25428,US,,HYS-PGME,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-PGME,Eastern,
Pape Material Handling,,7000 SW Sandburg Rd,Tigard,OR,97223,US,7000 SW Sandburg Rd,Tigard,OR,97223,US,,HYS03,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS03,Western,Truck Dealer
Pape Material Handling,,947 Lobos Ct.,Manteca,CA,95336,US,947 Lobos Ct.,Manteca,CA,95336,US,,HYS-PAP6,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-PAP6,Western,Truck Dealer
"Pape Materials Handling, Inc",,14535 Rancho Vista Drive,Fontana,CA,92335,US,14535 Rancho Vista Drive,Fontana,CA,92335,US,909-334-7800,HYSPAP2,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSPAP2,Western,Truck Dealer
"Pape' Materials Handling, Inc",,25 Vista Boulevard,Sparks,NV,89434,US,25 Vista Boulevard,Sparks,NV,89434,US,775-356-9333,HYS-PAP1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-PAP1,Western,Truck Dealer
"Pape' Materials Handling, Inc",,9892 40th Avenue South,Seattle,WA,98118,US,9892 40th Avenue South,Seattle,WA,98118,US,206-722-5800,HYSPAP23,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSPAP23,Western,Truck Dealer
"Pape' Materials Handling, Inc",,1307 54th Avenue East,Fife,WA,98424,US,1307 54th Avenue East,Fife,WA,98424,US,253-926-4386,HYSPAP26,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSPAP26,Western,Truck Dealer
"Pape' Materials Handling, Inc",,1224 North California,Pasco,WA,99301,US,1224 North California,Pasco,WA,99301,US,509-545-1959,HYSPAP3,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSPAP3,Western,Truck Dealer
"Pape' Materials Handling, Inc",,2410 Grand Avenue,Sacramento,CA,95838,US,2410 Grand Avenue,Sacramento,CA,95838,US,916-641-3434,HYSPAP33,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSPAP33,Western,Truck Dealer
"Pape' Materials Handling, Inc",,3732 South Bagley Avenue,Fresno,CA,93725,US,3732 South Bagley Avenue,Fresno,CA,93725,US,559-487-1160,HYSPAP4,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSPAP4,Western,Truck Dealer
"Pape' Materials Handling, Inc",,210 Mason Circle,Concord,CA,94520,US,210 Mason Circle,Concord,CA,94520,US,925-521-5400,HYSPAP42,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSPAP42,Western,Truck Dealer
"Pape' Materials Handling, Inc",,34782 Lencioni Avenue,Bakersfield,CA,93308,US,34782 Lencioni Avenue,Bakersfield,CA,93308,US,661-393-3673,HYSPAP43,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSPAP43,Western,Truck Dealer
"Pape' Materials Handling, Inc",,2600 Peck Road Special Products,City of Industry,CA,90601,US,2600 Peck Road Special Products,City of Industry,CA,90601,US,562-692-9311,HYSPAP49,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSPAP49,Western,Truck Dealer
"Pape' Materials Handling, Inc",,47132 Kato Road,Fremont,CA,94538,US,47132 Kato Road,Fremont,CA,94538,US,510-659-4100,HYSPAP5,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSPAP5,Western,Truck Dealer
"Pape' Materials Handling, Inc",,1061 Industrial Road,Oxnard,CA,93030,US,1061 Industrial Road,Oxnard,CA,93030,US,805-487-7572,HYSPAP52,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSPAP52,Western,Truck Dealer
"Pape' Materials Handling, Inc",,2615 PELLISSIER PLACE,City of Industry,CA,90601,US,2615 PELLISSIER PLACE,City of Industry,CA,90601,US,562-692-9311,HYSPAP7,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSPAP7,Western,Truck Dealer
"PCA - Algona, WA",,501 10th Avenue North,Algona,WA,98001,US,501 10th Avenue North,Algona,WA,98001,US,,HYSPCA38,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA38,Western,
"PCA - Allentown, PA",,,,,,,7451 Cetronia Rd.,Allentown,PA,18106,US,,PCA-APA,USD,C&I,Customer,Active,dummy@tavant.com,,PCA-APA,Eastern,
"PCA - Arlington, TX",,1001 113th Street,Arlington,TX,76011,US,1001 113th Street,Arlington,TX,76011,US,(817) 633-8842,HYSPCA35,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA35,Southern,
"PCA - Arlington-Hexacomb, TX",,500 113th Street,Arlington,TX,76011,US,500 113th Street,Arlington,TX,76011,US,(817) 633-8842,HYSPCA99,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA99,Southern,
"PCA - Atlanta, GA",,3200 LAKEWOOD AVE,ATLANTA,GA,30344,US,3200 LAKEWOOD AVE,ATLANTA,GA,30344,US,,HYS-PCA6,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-PCA6,Southern,
"PCA - Bedford Park, IL",,5445 W. 73rd St,Bedford Park,IL,60638,US,5445 W. 73rd St,Bedford Park,IL,60638,US,708-821-1513,HYSPCA30,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA30,Midwest,
"PCA - Burley, ID",,1544 W 27th Street,Burley,ID,83318,US,1544 W 27th Street,Burley,ID,83318,US,,HYS-PCA4,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-PCA4,Western,
"PCA - Burlington, WI",,6247 PINE STREET,BURLINGTON,WI,53105,US,6247 PINE STREET,BURLINGTON,WI,53105,US,,HYSPCA23,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA23,Midwest,
"PCA - Chicago, IL",,5555 W 73rd Street,Chicago,IL,60638,US,5555 W 73rd Street,Chicago,IL,60638,US,708-805-9336,HYSPCA28,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA28,Midwest,
"PCA - Chicago, IL",,838 Patton Dr.,Chicago,IL,60666,US,838 Patton Dr.,Chicago,IL,60666,US,708-805-9336,WWF01,USD,C&I,Customer,Active,dummy@tavant.com,,WWF01,Midwest,
"PCA - Conrad, IA",,502 W Center Street,Conrad,IA,50621,US,502 W Center Street,Conrad,IA,50621,US,,HYSPCA34,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA34,Midwest,
"PCA - Denver, CO",,13400 E. 39th Ave,Denver,CO,80239,US,13400 E. 39th Ave,Denver,CO,80239,US,303-573-5333,PCA-DEN,USD,C&I,Customer,Active,dummy@tavant.com,,PCA-DEN,Western,
"PCA - Donna, TX",,2111 HESTER AVE STE A,DONNA,TX,78537,US,2111 HESTER AVE STE A,DONNA,TX,78537,US,,HYSPCA22,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA22,Southern,
"PCA - Edmore, MI",,1106 Industrial Park,Edmore,MI,48829,US,1106 Industrial Park,Edmore,MI,48829,US,,HYSPCA42,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA42,Midwest,
"PCA - Fairfield, OH",,,,,,,3840 Port Union Rd.,Fiairfield,OH,45014,US,,PCA-FOH,USD,C&I,Customer,Active,dummy@tavant.com,,PCA-FOH,Midwest,
"PCA - Farmville, NC",,9156 WEST MARLBORO ROAD,FARMVILLE,NC,27828,US,9156 WEST MARLBORO ROAD,FARMVILLE,NC,27828,US,219-765-5537,HEXA-01,USD,C&I,Customer,Active,dummy@tavant.com,,HEXA-01,Southern,
"PCA - Garland, TX",,2510 W MILLER ROAD,GARLAND,TX,75041-1311,US,2510 W MILLER ROAD,GARLAND,TX,75041-1311,US,,HYS-PCA9,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-PCA9,Southern,
"PCA - Gas City, IN",,520 South First Street,Gas City,IN,46393,US,520 South First Street,Gas City,IN,46393,US,765-677-5239,HYSPCA29,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA29,Midwest,
"PCA - Grandville, MI",,3251 CHICAGO DRIVE SW,GRANDVILLE,MI,49418,US,3251 CHICAGO DRIVE SW,GRANDVILLE,MI,49418,US,,HYSPCA19,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA19,Midwest,
"PCA - Hanover, PA",,435 Gitts Run Rd,Hanover,PA,17331,US,435 Gitts Run Rd,Hanover,PA,17331,US,,HYSPCA45,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA45,Eastern,
"PCA - Harrisonburg, VA",,930 Pleasant Valley Road,Harrisonburg,VA,22801,US,930 Pleasant Valley Road,Harrisonburg,VA,22801,US,,HYS-PCA3,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-PCA3,Eastern,
"PCA - Heborn, OH",,111 Enterprise Dr.,Hebron,OH,43025,US,111 Enterprise Dr.,Hebron,OH,43025,US,614-207-4123,HYSPCA32,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA32,Midwest,
"PCA - Honea Path, SC",,12105 Belton Honea Path Hwy,Honea Path,SC,29654,US,12105 Belton Honea Path Hwy,Honea Path,SC,29654,US,,HYSPCA36,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA36,Southern,
"PCA - Houston, TX 1",,8820 Clay Rd,Houston,TX,77080,US,8820 Clay Rd,Houston,TX,77080,US,8323619606,HYGPCA41,USD,C&I,Customer,Active,dummy@tavant.com,,HYGPCA41,Southern,
"PCA - Houston, TX 2",,10600 Telge Rd. Suite 100,Houston,TX,77095,US,10600 Telge Rd. Suite 100,Houston,TX,77095,US,8323619606,HYGPCA51,USD,C&I,Customer,Active,dummy@tavant.com,,HYGPCA51,Southern,
"PCA - International Falls, MN",,400 2nd Street,International Falls,MN,56649,US,400 2nd Street,International Falls,MN,56649,US,218-910-0066,HYSPCA41,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA41,Midwest,
"PCA - Kingsburg, CA 1",,909 UNION STREET,KINGSBURG,CA,93631,US,909 UNION STREET,KINGSBURG,CA,93631,US,,HYSPCA11,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA11,Western,
"PCA - Kingsburg, CA 2",,13281 S. Golden State Blvd.,Kingsburg,CA,93631,US,13281 S. Golden State Blvd.,Kingsburg,CA,93631,US,,HYSPCA09,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA09,Western,
"PCA - Las Vegas, NV",,5840 Donovan Way North Suite 101,Las Vegas,NV,89115,US,5840 Donovan Way North Suite 101,Las Vegas,NV,89115,US,,HYSPCA49,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA49,Western,
"PCA - Liverpool, NY",,4471 Steelway Blvd S,Liverpool,NY,13090,US,4471 Steelway Blvd S,Liverpool,NY,13090,US,,HYSPCA44,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA44,Eastern,
"PCA - Livonia, MI",,31774 Enterprise Dr.,Livonia,MI,48150,US,31774 Enterprise Dr.,Livonia,MI,48150,US,,HYSPCA58,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA58,Midwest,
"PCA - Livonia, MI",,11870 Hubbard St,Livonia,MI,48150,US,11870 Hubbard St,Livonia,MI,48150,US,734-744-7978,PCA-150,USD,C&I,Customer,Active,dummy@tavant.com,,PCA-150,Midwest,
"PCA - Los Angeles, CA",,4240 BANDINI BLVD,LOS ANGELES,CA,90058,US,4240 BANDINI BLVD,LOS ANGELES,CA,90058,US,323-252-8350,HYSPCA20,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA20,Western,
"PCA - Madison, AL",,222 CELTIC DRIVE,MADISON,AL,35758,US,222 CELTIC DRIVE,MADISON,AL,35758,US,,HYSPCA10,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA10,Southern,
"PCA - Marshalltown, IA",,1402 S 17th Ave,Marshalltown,IA,50158,US,1402 S 17th Ave,Marshalltown,IA,50158,US,,HYSPCA08,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA08,Midwest,
"PCA - Marshfield, WI",,2601 S. Galvin Ave.,Marshfield,WI,54449,US,2601 S. Galvin Ave.,Marshfield,WI,54449,US,,PCA57,USD,C&I,Customer,Active,dummy@tavant.com,,PCA57,Midwest,
"PCA - McClellan, CA",,4841 Urbani Ave,McClellan,CA,95652,US,4841 Urbani Ave,McClellan,CA,95652,US,602-821-0056,HYSPCA52,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA52,Western,
"PCA - Miami Gardens, FL",,,,,,,15600 NW 15th Ave,Miami,FL,33169,US,,PCA-MGFL,USD,C&I,Customer,Active,dummy@tavant.com,,PCA-MGFL,Southern,
"PCA - Miami, FL",,3500 Northwest 110th Street,Miami,FL,33167,US,3500 Northwest 110th STreet,Miami,FL,33167,US,,HYSPCA48,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA48,Southern,
"PCA - Miami, FL",,"11350 NW 25th Street, Ste 116",Miami,FL,33172,US,"11350 NW 25th Street, Ste 116",Miami,FL,33172,US,,HYS-PCA8,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-PCA8,Southern,
"PCA - Middletown, OH",,1824 Baltimore St.,Middletown,OH,45042,US,1824 Baltimore St.,Middletown,OH,45042,US,,HYSPCA46,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA46,Midwest,
"PCA - Milwaukee, WI",,5600 W Good Hope Road,Milwaukee,WI,53223,US,5600 W Good Hope Road,Milwaukee,WI,53223,US,,HYSPCA47,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA47,Midwest,
"PCA - Morganton, NC",,114 DIXIE BLVD,MORGANTON,NC,28655,US,114 DIXIE BLVD,MORGANTON,NC,28655,US,,HYSPCA27,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA27,Southern,
"PCA - Nampa, ID",,1808 E. Chisolm Dr.,Nampa,ID,83687,US,1808 E. Chisolm Dr.,Nampa,ID,83687,US,208 573 3819,HYSPCA50,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA50,Western,
"PCA - New Oxford, PA",,201 S COLLEGE STREET,NEW OXFORD,PA,17350,US,201 S COLLEGE STREET,NEW OXFORD,PA,17350,US,,HYSPCA24,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA24,Eastern,
"PCA - Newark, OH",,205 S 21st Street,Newark,OH,43055,US,205 S 21st Street,Newark,OH,43055,US,,HYSPCA15,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA15,Midwest,
"PCA - North Chesterfield, VA",,2903 Walmsley Blvd,North Chesterfield,VA,23234,US,2903 Walmsley Blvd,North Chesterfield,VA,23234,US,,HYSPCA54,USD,C&I,Customer,Active,dummy@tavant.com,,HYSPCA54,Eastern,
"PCA - Northampton, MA",,525 Mt Tom Road,Northampton,MA,1060,US,525 Mt Tom Road,Northampton,MA,1060,US,,HYS-PCA7,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-PCA7,Eastern,
