Name,AccountNumber,Account_ID__c,BillingCountry,BillingState,BillingCity,BillingPostalCode,BillingStreet,CurrencyIsoCode,Description,Industry,Phone,RecordTypeId,Site,TK_R12_Site_Number__c,Site_Status__c,Site_Name__c,TK_General_Comments__c,TK_R12_Account_Number__c,TKAMB2B_VAT__c,Website,WOD_2__Business_Units__c,WOD_2__Warranty_Account_Type__c,RSUPPLY_Account_Site__c,TK_Party_Site_ID__c,RSUPPLY_OracleAccountNumber__c,Fax,TK_Parent_Poem_Code__c,TK_Poem_Code__c,TK_Region__c,TKSVC_Invoice_Print_Method__c
K&B Transportation Inc,10343,001Ot000015waB8IAI,US,NE,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312529,N/A,,TK - NA,Customer,,,,,,10343,,One Invoice All Claims
Bierig Brothers - CSTK Philadelphia,9911,001Ot000015wYm2IAE,US,KS,KANSAS CITY,66119-0205,PO BOX 5205,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,783358,,,GMP Review,312244,NA,,TK - NA,Customer,,12258881,,,,9911,,One Invoice All Claims
Biotrans LLC,9913,001Ot000015wYm3IAE,US,MA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,800418,NA,,TK - NA,Customer,,,,,,9913,,One Invoice One Claim
Enterprise Truck Leasing of Miami,9915,001Ot000015wYm4IAE,US,FL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,GMP Review,802858,NA,,TK - NA,Customer,,,,,,9915,,One Invoice All Claims
TK Dallas TX,T0800,001Ot000015wYquIAE,US,TX,Dallas,75247,3323 Jane Lane,USD,,,214-638-3050,0123i000000zaIgAAI,,,,THERMO KING OF DALLAS,,,,,TK - NA,Dealer,US-TX-DALLA-02,,1000069777,214-638-4620,,T0800,,
Blackhawk Transportation Inc,9997,001Ot000015wYyvIAE,US,WI,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,SVCSVC9997,NA,,TK - NA,Customer,,,,,,9997,,One Invoice One Claim
Source Logistics,9999,001Ot000015wYywIAE,US,AR,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1031222,NA,,TK - NA,Customer,,,,,,9999,,One Invoice One Claim
UNFI (L)  (PM Program & Silver CB),13325,001Ot000015wZ5SIAU,US,RI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Flag for Review by SVC Weekly Closer,72455,N/A,,TK - NA,Customer,,,,,,13325,,One Invoice One Claim
Francis & Jennifer Henry - Fed Ex,13354,001Ot000015wZ5TIAU,US,MO,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,SVCSVC13354,N/A,,TK - NA,Customer,,,,,,13354,,One Invoice All Claims
"Dedicated Farms, LLC (Kam-Way)",13359,001Ot000015wZ5UIAU,US,WA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,383069,N/A,,TK - NA,Customer,,,,,,13359,,One Invoice One Claim
Laguna Thermo King - L0050,13360,001Ot000015wZ5VIAU,MX,TM,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,SVCSVC13360,N/A,,TK - NA,Customer,,,,,,13360,,One Invoice One Claim
"Tytan Express, Inc.",13362,001Ot000015wZ5WIAU,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,327010,N/A,,TK - NA,Customer,,,,,,13362,,One Invoice All Claims
Bill & Karen Dschaak,13365,001Ot000015wZ5XIAU,US,MN,BLOOMINGTON,55431,2325 W 90TH ST,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,333769,N/A,,TK - NA,Customer,,,,,,13365,,One Invoice All Claims
Freedom Trans Dedicated,13367,001Ot000015wZ5YIAU,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,344728,N/A,,TK - NA,Customer,,,,,,13367,,One Invoice All Claims
TK Portage IN,I0150002,001Ot000015wZuuIAE,US,IN,Portage,46368,6601 Shepard Avenue,USD,,,219-787-9333,0123i000000zaIgAAI,,,,GREAT LAKES THERMO KING,,,,,TK - NA,Dealer,US-IL-CHICA-01,,1000081982,219-787-9339,,I0150002,,
Sorenson Transport,8175,001Ot000015waB2IAI,US,WA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312272,N/A,,TK - NA,Customer,,,,,,8175,,One Invoice All Claims
Zeitner & Sons Inc,8308,001Ot000015waB3IAI,US,NE,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312965,N/A,,TK - NA,Customer,,,,,,8308,,One Invoice All Claims
"Seven Star Express Line, Ltd.",8447,001Ot000015waB4IAI,CA,ON,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,313004,N/A,,TK - NA,Customer,,,,,,8447,,One Invoice All Claims
Classic Carriers Inc,9106,001Ot000015waB5IAI,US,OH,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312387,N/A,,TK - NA,Customer,,,,,,9106,,One Invoice All Claims
"Drake Farms Trucking, Inc.",10229,001Ot000015waB6IAI,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312736,N/A,,TK - NA,Customer,,,,,,10229,,One Invoice One Claim
"Premier Transportation, LLC",10264,001Ot000015waB7IAI,US,AL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,ACCOUNT HAS BEEN CANCELLED BY CUSTOMER,312167,N/A,,TK - NA,Customer,,,,,,10264,,One Invoice All Claims
Magnum Ltd,10350,001Ot000015waB9IAI,US,ND,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312967,N/A,,TK - NA,Customer,,,,,,10350,,One Invoice All Claims
WEL Companies,10704,001Ot000015waBAIAY,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312339,N/A,,TK - NA,Customer,,,,,,10704,,One Invoice All Claims
US Foods,10797,001Ot000015waBBIAY,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,165442,N/A,,TK - NA,Customer,,,,,,10797,,One Invoice All Claims
TK Charleston WV,T2650001,001Ot000015waEIIAY,US,WV,Charleston,25312,2209 6th Avenue,USD,,,304-345-2010,0123i000000zaIgAAI,,,,MOUNTAINEER THERMO KING,,,,,TK - NA,Dealer,US-WV-CHARL-01,,1000015166,304-744-7367,,T2650001,,
TK Middletown NY,T0900,001Ot000015waEJIAY,US,NY,Middletown,10940,441 County Route 56,USD,,,845-342-3013,0123i000000zaIgAAI,,,,THERMO KING OF MIDDLETOWN,,,,,TK - NA,Dealer,US-NY-MIDDL-01,,1000069790,845-343-2242,,T0900,,
TK Carlstadt NJ - DO NOT USE,T0135,001Ot000015waRLIAY,US,NJ,Carlstadt,07072,650 Dell Road,USD,,,201-939-4822,0123i000000zaIgAAI,,,,THERMO KING EAST INC,NO CLAIMS SHOULD BE PROCESSED FOR THIS DEALERSHIP,,,,TK - NA,Dealer,US-NJ-CARLS-01,,1000038027,201-939-6994,,T0135,,
"Ramler Trucking,  Inc",8095,001Ot000015wao5IAA,US,MN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312888,N/A,,TK - NA,Customer,,,,,,8095,,One Invoice All Claims
Polman Transfer Inc,8608,001Ot000015wao6IAA,US,MN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312638,N/A,,TK - NA,Customer,,,,,,8608,,One Invoice All Claims
"GreenLine Logistics, Inc. (GMP)",8747,001Ot000015wao7IAA,US,OH,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,312480,N/A,,TK - NA,Customer,,,,,,8747,,One Invoice All Claims
AIM Nationalease - Girard,8988,001Ot000015wao8IAA,US,OH,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312590,N/A,,TK - NA,Customer,,,,,,8988,,One Invoice One Claim
Lhasa Enterprises (Gene Krenzke) - GMP,9163,001Ot000015wao9IAA,US,PA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,312587,N/A,,TK - NA,Customer,,,,,,9163,,One Invoice All Claims
JT Mckinney,9570,001Ot000015waoAIAQ,US,CA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312401,N/A,,TK - NA,Customer,,,,,,9570,,One Invoice One Claim
Nagle Toledo,13594,001Ot000015wasdIAA,US,OH,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,593288,N/A,,TK - NA,Customer,,,,,,13594,,One Invoice All Claims
Sun State International Trucks,13597,001Ot000015waseIAA,US,FL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,1002160,N/A,,TK - NA,Customer,,,,,,13597,,One Invoice One Claim
"Next Generation Express, LTD",13601,001Ot000015wasfIAA,CA,ON,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,599436,N/A,,TK - NA,Customer,,,,,,13601,,One Invoice One Claim
Anderson Trucking Service,13611,001Ot000015wasgIAA,US,MN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,609657,N/A,,TK - NA,Customer,,,,,,13611,,One Invoice One Claim
Michels Corporation,13617,001Ot000015washIAA,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,428713,N/A,,TK - NA,Customer,,,,,,13617,,One Invoice One Claim
TK Quincy IL,T1030006,001Ot000015wauMIAQ,US,IL,Quincy,62305,1600 N 45th Street,USD,,,217-228-7322,0123i000000zaIgAAI,,,,THERMO KING QUAD CITIES INC,,,,,TK - NA,Dealer,US-IL-RKISL-01,,1000082025,217-228-8301,,T1030006,,
Energy Enterprises Inc,13724,001Ot000015wb0mIAA,US,UT,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,710605,N/A,,TK - NA,Customer,,,,,,13724,,One Invoice One Claim
"HMS Trucking, Inc.",13731,001Ot000015wb0nIAA,CA,MB,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,717818,N/A,,TK - NA,Customer,,,,,,13731,,One Invoice All Claims
PACCAR Customer Center,13735,001Ot000015wb0oIAA,US,WA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,721439,N/A,,TK - NA,Customer,,,,,,13735,,One Invoice One Claim
TK Moncton NB (McConnell Transport),13744,001Ot000015wb0pIAA,CA,ON,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312298,N/A,,TK - NA,Customer,,,,,,13744,,One Invoice One Claim
Greatwide Transportation (Parts),14001,001Ot000015wb0qIAA,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312709,N/A,,TK - NA,Customer,,,,,,14001,,One Invoice One Claim
DOT Transportation (Parts),14002,001Ot000015wb0rIAA,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312588,N/A,,TK - NA,Customer,,,,,,14002,,PO Prefix
Florida Beauty,11369,001Ot000015wb7CIAQ,US,FL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312931,N/A,,TK - NA,Customer,,,,,,11369,,One Invoice One Claim
Warren Pearce & Co Inc,11378,001Ot000015wb7DIAQ,US,TN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,589033,N/A,,TK - NA,Customer,,,,,,11378,,One Invoice All Claims
Service Trucking Inc,11448,001Ot000015wb7EIAQ,US,FL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312927,N/A,,TK - NA,Customer,,,,,,11448,,One Invoice All Claims
Roehl Transport Inc,11553,001Ot000015wb7FIAQ,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312643,N/A,,TK - NA,Customer,,,,,,11553,,One Invoice All Claims
TLD Logistics Services Inc,13211,001Ot000015wbDZIAY,US,TN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312470,N/A,,TK - NA,Customer,,,,,,13211,,One Invoice All Claims
"Pinnacle Freight systems, Inc.",13468,001Ot000015wbf0IAA,US,NJ,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312492,N/A,,TK - NA,Customer,,,,,,13468,,One Invoice One Claim
"Mile High Transportation Services, Inc.",13472,001Ot000015wbf1IAA,US,CO,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,491813,N/A,,TK - NA,Customer,,,,,,13472,,One Invoice All Claims
"Net Freight System, Inc.",13484,001Ot000015wbf2IAA,CA,ON,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312133,N/A,,TK - NA,Customer,,,,,,13484,,One Invoice All Claims
Alvil Trucking Inc.,10031,001Ot000015wbvJIAQ,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1117326,N/A,,TK - NA,Customer,,,,,,10031,,One Invoice One Claim
EMKO,10036,001Ot000015wbvKIAQ,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1124273,NA,,TK - NA,Customer,,,,,,10036,,One Invoice One Claim
B&L Transport Inc,10037,001Ot000015wbvLIAQ,US,OH,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1126737,NA,,TK - NA,Customer,,,,,,10037,,One Invoice One Claim
"Thermo King of Springfield, LLC",10038,001Ot000015wbvMIAQ,US,MT,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,"NO CLAIMS ON THIS CONTRACT, ONLY USED FOR CPO BILLING",312225,NA,,TK - NA,Customer,,,,,,10038,,One Invoice One Claim
Kaleel Brothers Inc,10039,001Ot000015wbvNIAQ,US,OH,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1132486,NA,,TK - NA,Customer,,,,,,10039,,One Invoice One Claim
"Great Wall Seafood VA, LLC",10011,001Ot000015wcBPIAY,US,VA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1093727,N/A,,TK - NA,Customer,,,,,,10011,,One Invoice One Claim
CFI Contract Freighters Inc,10014,001Ot000015wcBQIAY,US,MO,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1097107,NA,,TK - NA,Customer,,,,,,10014,,One Invoice One Claim
L&S Quality Transport Service Inc,10016,001Ot000015wcBRIAY,US,FL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1095286,NA,,TK - NA,Customer,,,,,,10016,,One Invoice One Claim
Paragon - TK Dallas,10017,001Ot000015wcBSIAY,US,TX,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,783859,NA,,TK - NA,Customer,,,,,,10017,,One Invoice One Claim
Creation Gardens DBA What Chefs Want,10019,001Ot000015wcBTIAY,US,KY,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1100886,NA,,TK - NA,Customer,,,,,,10019,,One Invoice One Claim
D&D Sexton,7191,001Ot000015wcHjIAI,US,MO,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312338,N/A,,TK - NA,Customer,,,,,,7191,,One Invoice All Claims
Edson Freightlines,7234,001Ot000015wcHkIAI,CA,AB,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312589,N/A,,TK - NA,Customer,,,,,,7234,,One Invoice All Claims
James Reynolds Transport,738,001Ot000015wcHlIAI,US,PA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312456,N/A,,TK - NA,Customer,,,,,,738,,One Invoice All Claims
Stoughton Trucking,7513,001Ot000015wcHmIAI,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312949,N/A,,TK - NA,Customer,,,,,,7513,,One Invoice One Claim
Summit Leasing (formerly D&N),13375,001Ot000015wcmPIAQ,US,AR,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,353629,N/A,,TK - NA,Customer,,,,,,13375,,One Invoice One Claim
ASL Global Logistics,13377,001Ot000015wcmQIAQ,CA,ON,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,383150,N/A,,TK - NA,Customer,,,,,,13377,,One Invoice All Claims
Lone Star Integrated Distribution,13383,001Ot000015wcmRIAQ,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,386173,N/A,,TK - NA,Customer,,,,,,13383,,One Invoice All Claims
Patrick Lee - Fed Ex (HYSG),13404,001Ot000015wcmSIAQ,US,OH,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,388551,N/A,,TK - NA,Customer,,,,,,13404,,One Invoice All Claims
"Idealease of Chattanooga (Lesco, Inc)",13415,001Ot000015wcmTIAQ,US,TN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,383115,N/A,,TK - NA,Customer,,,,,,13415,,One Invoice All Claims
Scott Creech - Fed Ex,13416,001Ot000015wcmUIAQ,US,MS,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,383116,N/A,,TK - NA,Customer,,,,,,13416,,One Invoice All Claims
TK Richland MS,T0888,001Ot000015wd5kIAA,US,MS,Jackson,39208,454 Highway 49 South,USD,New Location T2835008,,601-939-3213,0123i000000zaIgAAI,,,,"THERMO KING OF JACKSON,INC.",,,,,TK - NA,Dealer,US-MS-PEARL-01,,1000082227,601-939-4173,,T0888,,
TK Odessa TX,A1691001,001Ot000015wd5lIAA,US,TX,Odessa,79765-9450,8001 East I-20,USD,,,432-561-9792,0123i000000zaIgAAI,,,,THERMO KING OF LUBBOCK,,,,,TK - NA,Dealer,US-TX-AMARI-01,,1000082141,,,A1691001,,
TK North Liberty IA,T1030007,001Ot000015wdQjIAI,US,IA,North Liberty,52317,2715 Stoner Court,USD,,,319-665-2815,0123i000000zaIgAAI,,,,THERMO KING QUAD CITIES INC,,,,,TK - NA,Dealer,US-IL-RKISL-01,,1000082025,,,T1030007,,
Paragon Leasing,598,001Ot000015wdVcIAI,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,819354,N/A,,TK - NA,Customer,,,,,,598,,PO Prefix
Abbyland Trucking,6010,001Ot000015wdVdIAI,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312713,N/A,,TK - NA,Customer,,,,,,6010,,One Invoice All Claims
Gourmet Foods International,6055,001Ot000015wdVeIAI,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312293,N/A,,TK - NA,Customer,,,,,,6055,,One Invoice One Claim
"Big R Express, Ltd",6074,001Ot000015wdVfIAI,CA,QC,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,313011,N/A,,TK - NA,Customer,,,,,,6074,,One Invoice All Claims
"Cryo-Trans, Inc",6190,001Ot000015wdVgIAI,US,MD,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312203,N/A,,TK - NA,Customer,,,,,,6190,,One Invoice One Claim
"Diamond International Trucks, Ltd",6242,001Ot000015wdVhIAI,CA,AB,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,721438,N/A,,TK - NA,Customer,,,,,,6242,,One Invoice All Claims
"Dutch Maid Logistics, Inc.",6268,001Ot000015wdViIAI,US,OH,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312789,N/A,,TK - NA,Customer,,,,,,6268,,One Invoice One Claim
"Greatwide Transportation Equipment, LLC",629,001Ot000015wdVjIAI,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312709,N/A,,TK - NA,Customer,,,,,,629,,One Invoice One Claim
Arctic Glacier - TK MIchigan,120013,001Ot000015we54IAA,US,MI,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,312446,NA,,TK - NA,Customer,,,,,,120013,,One Invoice All Claims
Test Contract,120015,001Ot000015we55IAA,US,MN,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,SVCSVC120015,NA,,TK - NA,Customer,,,,,,120015,,One Invoice One Claim
MJD Trucking Inc,120016,001Ot000015we56IAA,US,NJ,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1166149,NA,,TK - NA,Customer,,,,,,120016,,One Invoice One Claim
Sparta Transport Inc,120018,001Ot000015we57IAA,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1174933,NA,,TK - NA,Customer,,,,,,120018,,One Invoice One Claim
TK Midwest Jeffersonville,120021,001Ot000015we58IAA,US,IN,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,312249,NA,,TK - NA,Customer,,,,,,120021,,One Invoice One Claim
JM PAUL TRUCKING,120022,001Ot000015we59IAA,US,FL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,SVCSVC120022,NA,,TK - NA,Customer,,,,,,120022,,One Invoice One Claim
TK West Seneca NY,M2410,001Ot000015weIoIAI,US,NY,West Seneca (Buffalo),14224-222,50 North America Drive,USD,,,716-677-5700,0123i000000zaIgAAI,,,,MOHAWK THERMO KING,,,,,TK - NA,Dealer,US-NY-WTSEN-01,,1000082674,716-854-1931,,M2410,,
Harster Greenhouses,13537,001Ot000015weTEIAY,CA,ON,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,530138,N/A,,TK - NA,Customer,,,,,,13537,,One Invoice One Claim
Prince Logistic Services,13538,001Ot000015weTFIAY,CA,QC,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,529675,N/A,,TK - NA,Customer,,,,,,13538,,One Invoice One Claim
Dynevor Express LTD,13542,001Ot000015weTGIAY,CA,ON,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,483354,N/A,,TK - NA,Customer,,,,,,13542,,One Invoice One Claim
Autolinx Express Canada,13544,001Ot000015weTHIAY,CA,ON,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,417251,N/A,,TK - NA,Customer,,,,,,13544,,One Invoice All Claims
"Reinhart Transportation, LLC (L)",10021,001Ot000015weZFIAY,US,WI,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1088488,NA,,TK - NA,Customer,,,,,,10021,,One Invoice One Claim
CDT USA Inc,10022,001Ot000015weZGIAY,US,FL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1101746,NA,,TK - NA,Customer,,,,,,10022,,One Invoice One Claim
EnRoute LLC,10024,001Ot000015weZHIAY,US,TN,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1103467,NA,,TK - NA,Customer,,,,,,10024,,One Invoice One Claim
Thermo King of North Florida,10028,001Ot000015weZIIAY,US,FL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,NO CLAIMS ON THIS CONTRACT. ONLY USED FOR CPO BILLING,312250,NA,,TK - NA,Customer,,,,,,10028,,One Invoice One Claim
"Hub Group, Inc. - Dedicated Reefer",10029,001Ot000015weZJIAY,US,CA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,Reefer repairs only - Trailer repairs not allowed.,1118687,N/A,,TK - NA,Customer,,,,,,10029,,One Invoice One Claim
GA Food Services of Pinellas County,9892,001Ot000015wfE2IAI,US,FL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,764138,NA,,TK - NA,Customer,,,,,,9892,,One Invoice All Claims
"Rowland Truck Lines, Inc.",12867,001Ot000015wfxEIAQ,US,FL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312782,N/A,,TK - NA,Customer,,,,,,12867,,One Invoice All Claims
Thermo King Christensen - Omaha,9894,001Ot000015wfE3IAI,US,NE,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,NO CLAIMS ON THIS CONTRACT - ONLY USED FOR BNSF EXTENDED WARRANTY BILLING,312509,NA,,TK - NA,Customer,,,,,,9894,,One Invoice All Claims
Acorn Stairlifts,9895,001Ot000015wfE4IAI,US,FL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,563759,NA,,TK - NA,Customer,,,,,,9895,,One Invoice One Claim
TruckMax Inc,9896,001Ot000015wfE5IAI,US,FL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,GMP Customer,774958,NA,,TK - NA,Customer,,,,,,9896,,One Invoice All Claims
Valley Transportation Service Inc,9961,001Ot000015wOTRIA2,US,MN,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,887841,NA,,TK - NA,Customer,,,,,,9961,,One Invoice One Claim
S&S Transporters Inc,9962,001Ot000015wOTSIA2,US,VA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,890060,NA,,TK - NA,Customer,,,,,,9962,,One Invoice One Claim
AGY Logistics Inc,9963,001Ot000015wOTTIA2,US,IN,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,890841,NA,,TK - NA,Customer,,,,,,9963,,One Invoice One Claim
Corcoran Trucking Inc,9965,001Ot000015wOTUIA2,US,MT,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,900100,NA,,TK - NA,Customer,,,,,,9965,,One Invoice One Claim
MS US Inc,9967,001Ot000015wOTVIA2,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,900920,NA,,TK - NA,Customer,,,,,,9967,,One Invoice One Claim
Quality Carriers Inc,9968,001Ot000015wOTWIA2,US,FL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,900940,NA,,TK - NA,Customer,,,,,,9968,,One Invoice One Claim
Leon Logistics,9969,001Ot000015wOTXIA2,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,905320,NA,,TK - NA,Customer,,,,,,9969,,One Invoice One Claim
Gold Coast Logistics Group,9970,001Ot000015wOTYIA2,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,905340,NA,,TK - NA,Customer,,,,,,9970,,One Invoice One Claim
A L Smith Trucking Inc,10030,001Ot000015wOUyIAM,US,OH,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1119727,N/A,,TK - NA,Customer,,,,,,10030,,One Invoice One Claim
Veit National Corporation,10032,001Ot000015wOUzIAM,US,MN,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1116506,N/A,,TK - NA,Customer,,,,,,10032,,One Invoice One Claim
"EBT Logistics, Inc",10033,001Ot000015wOV0IAM,US,TX,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1122666,N/A,,TK - NA,Customer,,,,,,10033,,One Invoice One Claim
"H Transporte USA, LLC",10034,001Ot000015wOV1IAM,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1117346,NA,,TK - NA,Customer,,,,,,10034,,One Invoice One Claim
OM Produce (OM Produce),10035,001Ot000015wOV2IAM,US,TX,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1124311,NA,,TK - NA,Customer,,,,,,10035,,One Invoice One Claim
