LEAD_DIST_MGR__c,PRSM_Certification_Level__c,Oasis__c,MiscTypeCd__c,PRSM_Active__c,DomicileCountryCode__c,Parent_Type__c,Partner_Code__c,Tier_N_Supplier_Locations__c,PRSM_Maintenance_Supervisor_Phone__c,tvnt__Established_Business__c,PRSM_Work_Queue_Comments__c,Type_of_Account__c,PRSM_Domicile_Country__c,Active_Date__c,CurrencyIsoCode,Fleet_Account_Manager__c,SharedCd__c,WesternStar_BrandLevel_of_Authorization__c,twodcms__Active__c,AccountNumber,PRSM_Notes__c,Service_Region_Code_Primary__c,Fleet_Currency__c,OutletCd__c,Vocation_Segment__c,Customer_Account_Number__c,Dealer_Parent_Entity_ID__c,CBFC_Account_Number__c,BillingPostalCode,Export_Consolidators_Code__c,Match_Grade__c,FCCC_Anniversary_Date__c,Fleet_Program__c,Market_Segment_Code__c,Supply_Chain_Security_Membership__c,Match_Data_Profile__c,Toll_Free_Number__c,Fleet_Entity_Code__c,Service_Provider__c,ShippingStreet,Account_updated_with_MDM_CAN__c,Time_Zone__c,BillingCountry,PRSM_Override_Allow_Filing_of_Claims__c,Dealer_Code__c,PRSM_Asset__c,Brand_Description_DDC__c,PRSM_Same_as_Billing_Address__c,Pinnacle_Dealer_Location_Type__c,PRSM_DVCM_Group_Level__c,Enabled_For_Review__c,District_Service_Manager_Primary__c,Additional_States__c,Business_Associate_Type__c,Publish_to_MDM__c,PRSM_Transportation_Director_Name__c,Primary_CAN__c,PRSM_Parts_Code__c,Supply_Chain_Security_Risk_Rating__c,Email_Address__c,Archival_Extension_Requested__c,CUST_GRP_NAME__c,Regional_General_Manger_for_Service__c,tvnt__Preferred_Contact_Method__c,Facing_Dealer_Name__c,PRSM_TBBCAN__c,twodsrm__Supplier_Type__c,Parent_DNB_DUNS_Number__c,Pinnacle_Fleet_Code__c,Service__c,Brand_Description_TBB__c,Family_Group__c,Branch_ID__c,OutletTypeCd__c,Outletstatuscd__c,DNBConnect_DUNS_Number__c,Abbrev_Name__c,Location_Code__c,ShippingCountry,Legal_Name__c,BillingStreet,BrnID__c,BillingCity,PRSM_Sub_Business_Unit__c,PRSM_Override_Allow_Registration__c,PRSM_Last_Claim_Submit_Date__c,Vocation_Name__c,SEGGRP__c,Fleet_Master_Entity_ID__c,Brand_Description_FCCC__c,Senior_Regional_Parts_Manager__c,Country__c,Mismatch_Allowed__c,Fax,Fleet_Bill_To_Entity_ID__c,PRSM_Elite_Dealer__c,PRSM_Auto_Registration__c,Brand_Level_of_Authorization_FCCC__c,Location_Type__c,Dealer_ID__c,ShippingCity,Alias_org_code__c,Data_Source__c,Service_Region_Name_Primary__c,Mainframe_ID__c,Service_Phone_Number__c,Confidence_Code__c,PRMS_Notes__c,Primary_Contact_Name__c,PRSM_Parent__c,External_Country__c,PRSM_T_Currency_Code__c,Status__c,Phone,BillingState,Type,Name,Fleet_Category__c,SponsoringOutletCode__c,Clan_Name__c,Date_Last_Updated__c,USDOT__c,PRSM_Is_DTR_Un_Registered__c,PrimaryOutletCd__c,PRSM_OPR_Initials__c,Clan_Code__c,PRSM_Program_Type__c,Fleet_Location_Type__c,CountryCd__c,WOD_2__Warranty_Account_Type__c,Primary_Branch_Indicator__c,PRSM_Source__c,ShippingState,Primary_Branch_Lookup__c,Supplier_Code__c,Other_Reason__c,Cummins_Certified__c,Holding_Company__c,PRSM_ECS_Dealer__c,PRSM_Transportation_Director_Phone__c,Procede_ID__c,Brands__c,Region__c,Archival_Date__c,Date_Of_Load__c,PRSM_Customer_Process__c,PRSM_Maintenance_Supervisor_Name__c,Brand_Level_of_Authorization_TBB__c,ROWID__c,Sales_Phone_Number__c,PRSM_Work_Queue_Status__c,ShippingPostalCode,WOD_2__Dealer_Group__c,Fleet_Parent_Entity_ID__c,Request_Reason__c,Dealer_POS__c,Fleet_Division__c,Director_of_Parts__c,Archival_Requestor__c,Lead_Source__c,Parts_Phone_Number__c,FCCC_Account_Type__c,Vocation_Group__c,Account_sent_for_MDM_Incremental_Load__c,Fob__c,PRSM_Last_Charge_Back_Date__c,Dealer_Eligible_for_Pinnacle_Transaction__c,PRSM_is_MDM_Sync__c,Regional_Parts_Manager__c,Account_ready_for_MDM__c,Shop_Code__c,Dealer_Entity_ID__c,Account_Category__c,Dealer_Enrolled__c,PRSM_Override_Allow_Claim_on_Behalf__c,Brand_Description_DCC__c,Fleet_Eligible_for_Transaction__c,Used_RV_Sales__c,Service_District_Code_Primary__c,Dealer_Master_Entity_ID__c,Number_of_Vehicles__c,Branch_Name__c,EliteSupport__c,Fleet_Entity_ID__c,Allison_Certified__c,Fleet_Facing_Dealer_Code__c,Fleet_Size__c,PRSM_Account_Type__c,Freightliner_BrandLevel_of_Authorization__c,Account_sent_for_MDM_Initial_Load__c,Inactive_Date__c,Fleet_Parent_Code__c,twodcms__Primary_Email_Id__c,Dealer_Bill_To_Entity_ID__c,PRSM_Requires_Manual_Review__c
,,False,,True,,,,,,,,IND,,2006-08-04T00:00:00.000+0000,USD,,,,,,,,,,,U72447,,,L5T 2G1,,ABAAAZAABFZ,,,HZ,,0000000000980000000000009998,,,,6760B COLUMBUS RD,False,,Canada,False,U72447,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,255343535,DRYCO BUILDI,,Canada,,A-6760 Columbus Rd,,Mississauga,,False,,,,,,,,False,,,False,False,,,,MISSISSAUGA,,MDM Global Customer,,,,10,,,,000,,,905795-0760,ONTARIO,,DRYCO BUILDING SUPPLIES INC,,,,,,False,,JAW,,,,,Customer,False,,ON,,,,False,,False,,,,,,,,,,3580252,,Approved,L5T 2G1,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,FLU48902,,,,,IND,,2005-12-29T00:00:00.000+0000,USD,,,,,,,,,,,U48902,,,79936-1403,,AAAAAZAAFAA,,,HZ,,0000000000980000000000009998,,,,11528 CONFEDERATE RD,False,,United States,False,U48902,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,176264682,HOWL TRANSPO,,United States,HOWL TRANSPORTATION,11528 Confederate Rd,,El Paso,,False,,,,,,,,False,,,False,False,,,,EL PASO,,MDM Global Customer,,U48902,,10,,,,203,,,9157901107,Texas,,HOWL TRANSPORTATION,,,,,1266953.0,False,,NAC,,,,,Customer,False,,TX,,,,False,,False,,,,,,,,,,3580251,,Approved,79936,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,FLN47282,,,,,IND,,1995-07-11T00:00:00.000+0000,USD,,,,,,,,,,,N47282,,,98201,,AFAAAZAAFFZ,,,HZ,,0000000000980200000000009998,,,,3200 CEDAR ST,False,,United States,False,N47282,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,105456341,EVERETT CITY,,United States,EVERETT CITY OF,3200 CEDAR ST,,EVERETT,,False,,,,,,,,False,,,False,False,,,,EVERETT,,MDM Global Customer,,N47282,,10,,,,203,,,(425)257-8749,WA,,EVERETT CITY OF,,,,,,False,,BJJ,,,,,Customer,False,,WA,,,,False,,False,,,,,,,,,,3580248,,Approved,98201,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,1994-08-23T00:00:00.000+0000,USD,,,,,,,,,,,N38402,,,97402,,AAAAAZZAFBF,,,HZ,,0002020202989800000000000098,,,,118 HIGHWAY 99 N,False,,United States,False,N38402,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,065252678,EMERALD FORE,,United States,EMERALD FOREST PRODUCTS,PO BOX 2746,,EUGENE,,False,,,,,,,,False,,,False,False,,,,EUGENE,,MDM Global Customer,,,,10,,,,203,,,,OR,,EMERALD FOREST PRODUCTS,,,,,,False,,JAK,,,,,Customer,False,,OR,,,,False,,False,,,,,,,,,,3580246,,Approved,97402,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,False,,United States of America,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,False,,,False,False,,,,,,MDM Classic,,,,,,,,,,,,,,JF BREAULT TRSP INC,,,,,,False,,,,,,,,False,,,,,,False,,False,,,,,2022-11-04,,,,,3580245,,,,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,30253-7330,,,,,,,,,,,1001 Industrial Pkwy,False,,United States of America,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,884979493,,,,,,,,088606280,,,United States,,1001 Industrial Pkwy,,Mc Donough,,False,,,,,,,,False,,,False,False,,,,Mc Donough,,MDM Classic,,,,,,,,,,,+17709571866,Georgia,,BENNETT MOTOR EXPRESS,,,,,,False,,,,,,,,False,,Georgia,,,,False,,False,,,,,,,,,,3580243,,,30253-7330,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
MIRANDA RICHARDSON,,False,,False,,,,,,,,PAR,,2002-11-20T00:00:00.000+0000,USD,,,,,,,,,,,T38955,,,33602-3506,,AAAAAZZAFFZ,,,HZ,,0000000000989800000000009998,,,,1208 E KENNEDY BLVD STE 132,False,,United States,False,T38955,,,False,,,True,,,,False,,False,,,,False,QUALITY DISTRIBUTION (GROUP),,,,,,931121610,,,,,,,,809129054,QUALITY CARR,,United States,QUALITY CARRIERS INC,1208 E Kennedy Blvd Ste 132,,Tampa,,False,,,,,,,,False,,,False,False,,,,TAMPA,,MDM Global Customer,,,,10,,,,203,,,1,Florida,,QUALITY CARRIERS INC,,,QUALITY DISTRIBUTION (GROUP),,2064133.0,False,,CHE,Y18558,,,,Customer,False,,FL,,,,False,,False,,,,,2023-02-09,,,,,3580241,,Rejected,33602,,,,,,,005d0000004PPabAAG,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,2023-02-09T00:00:00.000+0000,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,373520206,,,,,,,,,,,PO BOX 206,False,,UNITED STATES,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,,,,UNITED STATES,,PO BOX 206,,LYNCHBURG,,False,,,,,,,,False,,,False,False,,,,LYNCHBURG,,MDM Classic,,,,,,,,203,,,,TN,,METROPOLITAN LYNCNBURG MOO,,,,,,False,,,,,,,,False,,TN,,,,False,,False,,,,,,,,,,3580240,,,373520206,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,T4N 5E1,,AZZAAAZABAA,,,,,0098980099009800000000009998,,,,4605A 63 St,False,,CANADA,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,252057138,,,Canada,,RR 1 LCD 1,,RED DEER,,False,,,,,,,,False,,,False,False,,,,Red Deer,,MDM Classic,,,,9,,,,000,,,+14038875588,AB,,NMR PROPANE 1994 LTD,,,,,,False,,,,,,,,False,,AB,,,,False,,False,,,,,,,,,,3580239,,,T4N 7A6,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,,,,,,,,,,,,,False,,United States of America,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,False,,,False,False,,,,,,MDM Classic,,,,,,,,,,,,,,CITY OF WINNIPEG FLEET MA,,,,,,False,,,,,,,,False,,,,,,False,,False,,,,,2022-11-04,,,,,3580237,,,,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,,,AZZAZZZ,,,,,10999900989998,,,,Zawawi Trading Building Sultan Kabous Street,False,,Oman,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,,,,Oman,,,,Muscat,,False,,,,,,,,False,,,False,False,,,,Muscat,,,,,,8,,,,Oman,,,+96824562077,,,ZTC,,,,,,False,,,,,,,,False,,,,,,False,,False,,,,,,,,,,,,,100,,,,,,,,,,,,False,,,,False,,False,,,,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,FCCC Direct Customer,False,203,,DEBIAR,,,,,,United States,,USD,,,,,BIAR,,,,BIAR,,,,,66046,,AAAAAZZABAA,,,,,0000000000989800000000009998,,,,807 E 29TH ST,False,,United States,False,BIAR,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,MISC,T,060375539,,,United States,"B12 TRANSPORTATION GROUP, LLC",807 E 29TH ST,,LAWRENCE,DTNA,False,2018-09-13,,,,,,,False,,,False,False,,,,LAWRENCE,,BIAR,,BIAR,,10,,,,United States,usd,,(785)842-6506,KS,,"B12 TRANSPORTATION GROUP, LLC",,,,,,False,,,,Direct Customer,,203,Dealer,False,,KS,,,,False,,False,,,,,2022-12-31,,,,,,,,66046,,,,,,,005d0000004PPabAAG,,,,,False,,2018-09-14,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,Parent,,False,,,,,False
,,False,FCCC Direct Customer,True,203,,COBJAR,,,,,,United States,,USD,,,,,BJAR,,,,BJAR,,,,,66046,,AAAAAZAABFZ,,,,,0000000000980000000000000098,,,,807 E 29TH ST,False,,United States,False,BJAR,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,MISC,A,007120744,,,United States,"BROWN INDUSTRIES, LLC",807 E 29TH ST,,LAWRENCE,DTNA,False,,,,,,,,False,,,False,False,,,,LAWRENCE,,BJAR,,BJAR,,10,,,,United States,usd,,(785)842-6506,KS,,BROWN INDUSTRIES,,,,,,False,,,,Direct Customer,,203,Dealer,False,,KS,,,,False,,False,,,,,,,,,,,,,66046,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,Parent,,False,,,,,False
,,False,FCCC Direct Customer,False,203,,DEBKAR,,,,,,United States,,USD,,,,,BKAR,,,,BKAR,,,,,67356,,AAAAAZAAABA,,,,,0000000000980000000000000098,,,,2300 WEST 4TH ST,False,,United States,False,BKAR,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,MISC,T,056385099,,,United States,"DIAMOND ACQUISITION, LLC",2300 WEST 4TH ST,,OSWEGO,DTNA,False,2018-09-13,,,,,,,False,,,False,False,,,,OSWEGO,,BKAR,,BKAR,,10,,,,United States,usd,,(620)795-2191,KS,,DIAMOND COACH,,,,,,False,,,,Direct Customer,,203,Dealer,False,,KS,,,,False,,False,,,,,2022-12-31,,,,,,,,67356,,,,,,,005d0000004PPabAAG,,,,,False,,2018-09-14,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,Parent,,False,,,,,False
,,False,,True,,,,,,,,IND,,2017-03-23T00:00:00.000+0000,USD,,,,,,,,,,,X35999,,,94549-4386,,BAAAAZZAFAA,,,HZ,,0002020202989800000000009998,,,,1012B 2ND ST,False,,United States,False,X35999,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,197100134,LUCAS PAVING,,United States,,251 Lafayette Cir Ste 230,,Lafayette,,False,,,,,,,,False,,,False,False,,,,LAFAYETTE,,MDM Global Customer,,,,8,,,,203,,,,California,,LUCAS PAVING,,,,,,False,,DKF,,,,,Customer,False,,CA,,,,False,,False,,,,,,,,,,3580345,,Approved,94549,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2017-03-23T00:00:00.000+0000,USD,,,,,,,,,,,X35998,,,27805-9204,,AZZAAAZABAA,,,HZ,,0598980000009800000000000098,,,,PO BOX 1326,False,,United States,False,X35998,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,003776200,ROANOKE ELEC,,United States,,518 NC Highway 561 W,,Aulander,,False,,,,,,,,False,,,False,False,,,,AHOSKIE,,MDM Global Customer,,,,9,,,,203,,,,North Carolina,,ROANOKE ELECTRIC COOP,,,,,,False,,DKF,,,,,Customer,False,,NC,,,,False,,False,,,,,,,,,,3580344,,Approved,27910,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,IND,,2017-03-23T00:00:00.000+0000,USD,,,,,,,,,,,X35997,,,34601,,AAAAAZZABZZ,,,HZ,,0000000000989800000000980098,,,,315 S BROOKSVILLE AVE,False,,United States,False,X35997,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,094679128,WEIPZ ENTERP,,United States,WEIPZ ENTERPRISES JS,315 S BROOKSVILLE AVE,,BROOKSVILLE,,False,,,,,,,,False,,,False,False,,,,BROOKSVILLE,,MDM Global Customer,,,,10,,,,203,,,+13527977774,FL,,WEIPZ ENTERPRISES JS,,,,,,False,,DKF,,,,,Customer,False,,FL,,,,False,,False,,,,,2022-04-20,,,,,3580343,,Rejected,34601,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,True,2022-04-20T00:00:00.000+0000,,,,False
CHRISTOPHE VIALE,,False,,False,,,,,,,,IND,,2017-03-23T00:00:00.000+0000,USD,,,,,,,,,,,X35996,,,64153-2327,,BAAAAZZABFA,,,HZ,,0000000000989800000000009998,,,,10220 N AMBASSADOR DR,False,,United States,False,X35996,,,False,,,True,,,,False,,False,,,,False,DAIRY FARMERS AMERICA (GROUP),,,,,,,,,,,,,,949155535,DAIRY FARMER,,United States,,10220 N Ambassador Dr Ste 1000,,Kansas City,,False,,,,,,,,False,,,False,False,,,,KANSAS CITY,,MDM Global Customer,,,,8,,,,203,,,,Missouri,,DAIRY FARMERS OF AMERICA,,,,,,False,,CHE,,,,,Customer,False,,MO,,,,False,,False,,,,,2019-05-30,,,,,3580342,,Rejected,64153,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,2019-05-30T00:00:00.000+0000,,,,False
,,False,,True,,,,,,,,IND,,2017-03-23T00:00:00.000+0000,USD,,,,,,,,,,,X35994,,,53154,,AZBAAZZAFFA,,,HZ,,0598000000989800000000000098,,,,2500 W SOUTH BRANCH BLVD,False,,Canada,False,X35994,,,False,,,False,,,,False,,False,,,,False,TRANSPORT NATIONAL (GROUP),,,,,,,,,,,,,,076137546,TRANSPORT NA,,United States,,2500 W SOUTH BRANCH BLVD,,OAK CREEK,,False,,,,,,,,False,,,False,False,,,,OAK CREEK,,MDM Global Customer,,,,8,,,,203,,,14147612410,WI,,TRANSPORT NATIONAL,,,TRANSPORT NATIONAL (GROUP),,165949.0,False,,DKF,FN9862,,,,Customer,False,,WI,,,,False,,False,,,,,,,,,,3580341,,Approved,53154,,,,,,,,,,,,True,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,True,,,,,False
,,False,,True,,,,,,,,IND,,2017-03-23T00:00:00.000+0000,USD,,,,,,,,,,,X35992,,,R2L 0X6,,,,,HZ,,,,,,3051 ST MARY'S RD,False,,Canada,False,X35992,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,240392100,FIRST CANADA,,Canada,,1199 Nairn Ave Suite 205,,Winnipeg,,False,,,,,,,,False,,,False,False,,,,WINNIPEG,,MDM Global Customer,,,,,,,,000,,,,MANITOBA,,FIRST CANADA,,,,,,False,,DKF,,,,,Customer,False,,MB,,,,False,,False,,,,,,,,,,3580340,,Approved,R2N 4E1,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,IND,,2017-03-23T00:00:00.000+0000,USD,,,,,,,,,,,X35989,,,60446-4020,,AAAAAZZAFAZ,,,HZ,,0002020202989800000000009998,,,,15733 RAVINIA AVE UNIT 2,False,,United States,False,X35989,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,100545795,ELCH,,United States,,902 Dunbridge Ln,,Romeoville,,False,,,,,,,,False,,,False,False,,,,ORLAND PARK,,MDM Global Customer,,,,10,,,,203,,,,Illinois,,ELCH,,,,,,False,,DKF,,,,,Customer,False,,IL,,,,False,,False,,,,,2022-04-20,,,,,3580339,,Rejected,60462,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,2022-04-20T00:00:00.000+0000,,,,False
,,False,,True,,,,,,,,IND,,2017-03-23T00:00:00.000+0000,USD,,,,,,,,,,,X35987,,,E1C 9T2,,AAAAAZZBFAF,,,HZ,,0000000000989800000000009998,,,,11 MCELROY AVE,False,,Canada,False,X35987,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,259927106,CAMROSE SAND,,Canada,,11 McElroy St,,Moncton,,False,,,,,,,,False,,,False,False,,,,MONCTON,,MDM Global Customer,,,,10,,,,000,,,,NEW BRUNSWICK,,CAMROSE SAND GRAVEL,,,,,,False,,DKF,,,,,Customer,False,,NB,,,,False,,False,,,,,,,,,,3580338,,Approved,E1C 2R6,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,30549,,,,,,,,,,,213 BLACKSTONE RD,False,,UNITED STATES,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,,,,UNITED STATES,,213 BLACKSTONE RD,,JEFFERSON,,False,,,,,,,,False,,,False,False,,,,JEFFERSON,,MDM Classic,,,,,,,,203,,,,GA,,GREEN GREGORY SHAWN,,,,,,False,,,,,,,,False,,GA,,,,False,,False,,,,,,,,,,3580337,,,30549,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,29536,,,,,,,,,,,414 BRIARCLIFF RD,False,,UNITED STATES,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,,,,UNITED STATES,,414 BRIARCLIFF RD,,DILLON,,False,,,,,,,,False,,,False,False,,,,DILLON,,MDM Classic,,,,,,,,203,,,,SC,,SOWELLS BRIAN K,,,,,,False,,,,,,,,False,,SC,,,,False,,False,,,,,,,,,,3580336,,,29536,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,30046,,AAAAAZZAZAF,,,,,0000000000989800000098009998,,,,597 Aldgate Ln,False,,UNITED STATES,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,051923727,,,United States,,597 ALDGATE LN,,LAWRENCEVILLE,,False,,,,,,,,False,,,False,False,,,,Lawrenceville,,MDM Classic,,,,10,,,,203,,,+17707146491,GA,,PIVOTAL POINT LOGISTICS,,,,,,False,,,,,,,,False,,GA,,,,False,,False,,,,,,,,,,3580335,,,30046-2877,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,92009,,AAAAAZZAFAF,,,,,0000000000989800000000009998,,,,6338 Huntington Dr,False,,UNITED STATES,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,090226095,,,United States,,6338 HUNTINGTON DR,,CARLSBAD,,False,,,,,,,,False,,,False,False,,,,Carlsbad,,MDM Classic,,,,10,,,,203,,,+13105293346,CA,,FLARE LOGISTICS,,,,,,False,,,,,,,,False,,CA,,,,False,,False,,,,,,,,,,3580334,,,92009-3080,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2015-02-11T00:00:00.000+0000,USD,,,,,,,,,,,W88782,,,99301-8510,,BAAAAZFABZA,,,HZ,,0300000000980000000000989998,,,,2202 GARLAND ST,False,,United States,False,W88782,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,086052840,MARTINEZ TRU,,United States,ZENAIDO MARTINEZ TRUCKING,2202 Garland St,,Pasco,,False,,,,,,,,False,,,False,False,,,,PASCO,,MDM Global Customer,,,,8,,,,203,,,5095212858,Washington,,MARTINEZ TRUCKING ZENAIDO,,,,,,False,,NAC,,,,,Customer,False,,WA,,,,False,,False,,,,,,,,,,3580333,,Approved,99301,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2015-01-13T00:00:00.000+0000,USD,,,,,,,,,,,W87127,,,07840-5703,,AAAAAZFAFAA,,,HZ,,0000000000980000000000009998,,,,445 WATTERS RD,False,,United States,False,W87127,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,088771642,STONE HILL,,United States,STONE HILL EXCAVATING,445 Watters Rd,,Hackettstown,,False,,,,,,,,False,,,False,False,,,,HACKETTSTOWN,,MDM Global Customer,,,,10,,,,203,,,9082961632,New Jersey,,STONE HILL EXCAVATING,,,,,,False,,RJ,,,,,Customer,False,,NJ,,,,False,,False,,,,,,,,,,3580332,,Approved,07840,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2014-06-20T00:00:00.000+0000,USD,,,,,,,,,,,W75857,,,,,,,,HZ,,,,,,58 RUE TURGEON,False,,Canada,False,W75857,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,,QUEBEC 9255,,Canada,QUEBEC 9255 4450,,,,,False,,,,,,,,False,,,False,False,,,,VALDOR,,MDM Global Customer,,,,,,,,000,,,8198744231,,,QUEBEC 9255 4450,,,,,,False,,CAB,,,,,Customer,False,,QC,,,,False,,False,,,,,,,,,,3580331,,Approved,J9P 7H6,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2014-04-15T00:00:00.000+0000,USD,,,,,,,,,,,W71706,,,60181-1912,,AAAAAZAAFAF,,,HZ,,0000000000980000000000009998,,,,3 ELM CREEK DR APT 308,False,,United States,False,W71706,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,079363361,EXPRESS SHIP,,United States,EXPRESS SHIPPING LOGISTICS INC,743 W Terrace St,,Villa Park,,False,,,,,,,,False,,,False,False,,,,ELMHURST,,MDM Global Customer,,,,10,,,,203,,,6302512361,Illinois,,EXPRESS SHIPPING LOGISTICS INC,,,,,,False,,RLC,,,,,Customer,False,,IL,,,,False,,False,,,,,,,,,,3580330,,Approved,60126,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
