Name,WOD_2__Status__c,VRM_External_Id__c,VRM_Category__c,VRM_SubCategory__c,VRM_Failure_Resolution_Code__c
FaultCode445,True,Drive Train-Complete Center Drives-Seam Leaking-Replace Component-1.5hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEMGA2,a83cf0000002qUHAAY
FaultCode446,True,Drive Train-Complete Center Drives-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEMGA2,a83cf0000002qSRAAY
FaultCode447,True,Drive Train-Complete Center Drives-Short In Junction Box-Replace Component-1.5hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEMGA2,a83cf0000002qUdAAI
FaultCode448,True,Drive Train-Complete Center Drives-Single Phasing-Replace Component-1.5hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEMGA2,a83cf0000002qUeAAI
FaultCode449,True,Drive Train-Complete Center Drives-Thermal Protection Failure-Replace Component-1.5hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEMGA2,a83cf0000002qUMAAY
FaultCode450,True,Drive Train-Complete Gearboxes-Bearing Race Missing-Repair Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUfAAI
FaultCode451,True,Drive Train-Complete Gearboxes-Bull Gear Broken-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUgAAI
FaultCode452,True,Drive Train-Complete Gearboxes-Case Broken-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUhAAI
FaultCode453,True,Drive Train-Complete Gearboxes-Coupling Failure-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUiAAI
FaultCode454,True,Drive Train-Complete Gearboxes-Gears Locked Up-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qU0AAI
FaultCode455,True,Drive Train-Complete Gearboxes-Input Bearing Failed-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUjAAI
FaultCode456,True,Drive Train-Complete Gearboxes-Input Seal Leaking-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUkAAI
FaultCode457,True,Drive Train-Complete Gearboxes-Input Seal Leaking-Rebuild Gearbox-3hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUlAAI
FaultCode458,True,Drive Train-Complete Gearboxes-Input Shaft Broken-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUmAAI
FaultCode459,True,Drive Train-Complete Gearboxes-Lug Bolts Broken-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUnAAI
FaultCode460,True,Drive Train-Complete Gearboxes-Mounting Bolts Broken-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUoAAI
FaultCode461,True,Drive Train-Complete Gearboxes-Oil Reservoir Empty-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUpAAI
FaultCode462,True,Drive Train-Complete Gearboxes-Other -- Fill in Comments-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUqAAI
FaultCode463,True,Drive Train-Complete Gearboxes-Output Bearing Failed-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUrAAI
FaultCode464,True,Drive Train-Complete Gearboxes-Output Seal Leaking-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUsAAI
FaultCode465,True,Drive Train-Complete Gearboxes-Output Seal Leaking-Rebuild Gearbox-3hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUtAAI
FaultCode466,True,Drive Train-Complete Gearboxes-Output Seal Missing-Repair Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUuAAI
FaultCode467,True,Drive Train-Complete Gearboxes-Output Seal Missing-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUvAAI
FaultCode468,True,Drive Train-Complete Gearboxes-Output Shaft Broken-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUwAAI
FaultCode469,True,Drive Train-Complete Gearboxes-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qSRAAY
FaultCode470,True,Drive Train-Complete Gearboxes-Snap Ring Failed-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUxAAI
FaultCode471,True,Drive Train-Complete Gearboxes-Threads Missing-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUyAAI
FaultCode472,True,Drive Train-Complete Gearboxes-Worm Broken-Replace Component-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YENGA2,a83cf0000002qUzAAI
FaultCode473,True,Drive Train-Drive Shaft Shields-Aluminum Casting Failure-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEOGA2,a83cf0000002qTrAAI
FaultCode474,True,Drive Train-Drive Shaft Shields-Flex Joint Insert Failure-Replace Component-0.25hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEOGA2,a83cf0000002qTzAAI
FaultCode475,True,Drive Train-Drive Shaft Shields-Mis-manufactured-Replace Component-0.25hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEOGA2,a83cf0000002qV0AAI
FaultCode476,True,Drive Train-Drive Shaft Shields-Other -- Fill in Comments-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEOGA2,a83cf0000002qSPAAY
FaultCode477,True,Drive Train-Drive Shaft Shields-Part Dimensions Incorrect-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEOGA2,a83cf0000002qSQAAY
FaultCode478,True,Drive Train-Drive Shaft Shields-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEOGA2,a83cf0000002qSRAAY
FaultCode479,True,Drive Train-Drive Shaft Shields-Tow Pin Failure-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEOGA2,a83cf0000002qUNAAY
FaultCode480,True,Drive Train-Drive Shaft Shields-Ultraviolet Degradation-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEOGA2,a83cf0000002qTqAAI
FaultCode481,True,Drive Train-Drive Shafts-Aluminum Casting Failure-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qTrAAI
FaultCode482,True,Drive Train-Drive Shafts-Bearing Race Missing-Replace Steering Gearbox-4hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qTsAAI
FaultCode483,True,Drive Train-Drive Shafts-Bull Gear Broken-Replace Steering Gearbox-4hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qTtAAI
FaultCode484,True,Drive Train-Drive Shafts-Case Broken-Replace Steering Gearbox-4hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qTuAAI
FaultCode485,True,Drive Train-Drive Shafts-Flex Joint Insert Failure-Replace Component-0.25hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qTzAAI
FaultCode486,True,Drive Train-Drive Shafts-Gears Locked Up-Replace Steering Gearbox-4hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qU1AAI
FaultCode487,True,Drive Train-Drive Shafts-Input Bearing Failed-Replace Steering Gearbox-4hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qU2AAI
FaultCode488,True,Drive Train-Drive Shafts-Mis-manufactured-Replace Component-0.25hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qV0AAI
FaultCode489,True,Drive Train-Drive Shafts-Other -- Fill in Comments-Replace Component-4hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qV1AAI
FaultCode490,True,Drive Train-Drive Shafts-Output Bearing Failed-Replace Steering Gearbox-4hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qU7AAI
FaultCode491,True,Drive Train-Drive Shafts-Output Seal Leaking-Replace Steering Gearbox-4hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qU8AAI
FaultCode492,True,Drive Train-Drive Shafts-Output Seal Missing-Replace Steering Gearbox-4hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qU9AAI
FaultCode493,True,Drive Train-Drive Shafts-Output Shaft Broken-Replace Steering Gearbox-4hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qUAAAY
FaultCode494,True,Drive Train-Drive Shafts-Part Dimensions Incorrect-Replace Component-4hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qV2AAI
FaultCode495,True,Drive Train-Drive Shafts-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qSRAAY
FaultCode496,True,Drive Train-Drive Shafts-Snap Ring Failed-Replace Steering Gearbox-4hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qUIAAY
FaultCode497,True,Drive Train-Drive Shafts-Steering arm loose-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qUJAAY
FaultCode498,True,Drive Train-Drive Shafts-Steering Gearmotor Failed-Replace Gearmotor-2hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qUKAAY
FaultCode499,True,Drive Train-Drive Shafts-Steering Motor Failed-Replace Motor Module-1.5hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qULAAY
FaultCode500,True,Drive Train-Drive Shafts-Tow Pin Failure-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qUNAAY
FaultCode501,True,Drive Train-Drive Shafts-Ultraviolet Degradation-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qTqAAI
FaultCode502,True,Drive Train-Drive Shafts-Worm Broken-Replace Component-3hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEPGA2,a83cf0000002qUOAAY
FaultCode503,True,Drive Train-Gear Lube-Input Seal Leaking-Repair GB-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YESGA2,a83cf0000002qV3AAI
FaultCode504,True,Drive Train-Gear Lube-Output Seal Leaking-Repair Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YESGA2,a83cf0000002qV4AAI
FaultCode505,True,Drive Train-Gearbox Repair-Bearing Race Missing-Rebuild Gearbox-3hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qV5AAI
FaultCode506,True,Drive Train-Gearbox Repair-Bull Gear Broken-Rebuild Gearbox-3hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qV6AAI
FaultCode507,True,Drive Train-Gearbox Repair-Case Broken-Rebuild Gearbox-3hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qV7AAI
FaultCode508,True,Drive Train-Gearbox Repair-Diaphragm Faulty-Repair GB-0.25hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qV8AAI
FaultCode509,True,Drive Train-Gearbox Repair-Flex Joint Insert Failure-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qV9AAI
FaultCode510,True,Drive Train-Gearbox Repair-Gears Locked Up-Rebuild Gearbox-3hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qVAAAY
FaultCode511,True,Drive Train-Gearbox Repair-Input Bearing Failed-Rebuild Gearbox-3hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qVBAAY
FaultCode512,True,Drive Train-Gearbox Repair-Input Seal Leaking-Repair GB-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qV3AAI
FaultCode513,True,Drive Train-Gearbox Repair-Lug Bolts Broken-Repair GB-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qVCAAY
FaultCode514,True,Drive Train-Gearbox Repair-Mounting Bolts Broken-Repair GB-0.25hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qVDAAY
FaultCode515,True,Drive Train-Gearbox Repair-Oil Reservoir Empty-Replace Component-3hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qVEAAY
FaultCode516,True,Drive Train-Gearbox Repair-Other -- Fill in Comments-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qSPAAY
FaultCode517,True,Drive Train-Gearbox Repair-Output Bearing Failed-Rebuild Gearbox-3hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qVFAAY
FaultCode518,True,Drive Train-Gearbox Repair-Output Seal Leaking-Rebuild Gearbox-3hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qUtAAI
FaultCode519,True,Drive Train-Gearbox Repair-Output Seal Missing-Rebuild Gearbox-3hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qVGAAY
FaultCode520,True,Drive Train-Gearbox Repair-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qSRAAY
FaultCode521,True,Drive Train-Gearbox Repair-Snap Ring Failed-Rebuild Gearbox-3hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YETGA2,a83cf0000002qVHAAY
FaultCode522,True,Drive Train-Tires and Rims-Bead Damaged-Repair Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qVIAAY
FaultCode523,True,Drive Train-Tires and Rims-Corrosion On Wheel-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qVJAAY
FaultCode524,True,Drive Train-Tires and Rims-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qSRAAY
FaultCode525,True,Drive Train-Tires and Rims-Finish Appearance Faulty-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qSvAAI
FaultCode526,True,Drive Train-Tires and Rims-Galvanizing Burrs-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qVKAAY
FaultCode527,True,Drive Train-Tires and Rims-Other -- Fill in Comments-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qSPAAY
FaultCode528,True,Drive Train-Tires and Rims-Rim Damaged-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qVLAAY
FaultCode529,True,Drive Train-Tires and Rims-Tire Leaking Air-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qVMAAY
FaultCode530,True,Drive Train-Tires and Rims-Tire Leaking Air-Repair Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qVNAAY
FaultCode531,True,Drive Train-Tires and Rims-Tire Split-Repair Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qVOAAY
FaultCode532,True,Drive Train-Tires and Rims-Tire Split-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qVPAAY
FaultCode533,True,Drive Train-Tires and Rims-Tube Pinched-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qVQAAY
FaultCode534,True,Drive Train-Tires and Rims-Tube Pinched-Repair Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qVRAAY
FaultCode535,True,Drive Train-Tires and Rims-Valve Stem Leaking-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qVSAAY
FaultCode536,True,Drive Train-Tires and Rims-Valve Stem Leaking-Repair Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qVTAAY
FaultCode537,True,Drive Train-Tires and Rims-Valve Stem Missing-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEUGA2,a83cf0000002qVUAAY
FaultCode538,True,Drive Train-U-Joints-Other -- Fill in Comments-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEWGA2,a83cf0000002qSPAAY
FaultCode539,True,Drive Train-U-Joints-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEWGA2,a83cf0000002qSRAAY
FaultCode540,True,Drive Train-U-Joints-Mis-manufactured-Replace Component-1hr,0ZGcf0000002Y8uGAE,0ZGcf0000002YEWGA2,a83cf0000002qSMAAY
FaultCode541,True,Drive Unit Controls-Complete Tower Boxes-Coil Failure-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qSLAAY
FaultCode542,True,Drive Unit Controls-Complete Tower Boxes-Contact Points Burned-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qSUAAY
FaultCode543,True,Drive Unit Controls-Complete Tower Boxes-Contact Points Damaged-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qTkAAI
FaultCode544,True,Drive Unit Controls-Complete Tower Boxes-Contactor Chattering-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qSVAAY
FaultCode545,True,Drive Unit Controls-Complete Tower Boxes-Contactor Locked in-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qSWAAY
FaultCode546,True,Drive Unit Controls-Complete Tower Boxes-Contactor not pulling in-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qSXAAY
FaultCode547,True,Drive Unit Controls-Complete Tower Boxes-Control Bearing Seized-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVVAAY
FaultCode548,True,Drive Unit Controls-Complete Tower Boxes-Disconnect Switch Fails Closed-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qSYAAY
FaultCode549,True,Drive Unit Controls-Complete Tower Boxes-Disconnect Switch Fails Open-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qSZAAY
FaultCode550,True,Drive Unit Controls-Complete Tower Boxes-Factory Wiring Incorrect-Repair Wiring-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qTfAAI
FaultCode551,True,Drive Unit Controls-Complete Tower Boxes-Factory Wiring Incorrect-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qTjAAI
FaultCode552,True,Drive Unit Controls-Complete Tower Boxes-Factory Wiring Loose-Repair Wiring-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qTyAAI
FaultCode553,True,Drive Unit Controls-Complete Tower Boxes-Fuse Block Defective-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qScAAI
FaultCode554,True,Drive Unit Controls-Complete Tower Boxes-Grounding Block Defective-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qSdAAI
FaultCode555,True,Drive Unit Controls-Complete Tower Boxes-Housing Damaged-Replace Component-0hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVWAAY
FaultCode556,True,Drive Unit Controls-Complete Tower Boxes-Latch Inoperable-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVXAAY
FaultCode557,True,Drive Unit Controls-Complete Tower Boxes-Low Pressure Switch Fails Closed-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qTlAAI
FaultCode558,True,Drive Unit Controls-Complete Tower Boxes-Low Pressure Switch Fails Open-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qTmAAI
FaultCode559,True,Drive Unit Controls-Complete Tower Boxes-Mis-manufactured-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qSMAAY
FaultCode560,True,Drive Unit Controls-Complete Tower Boxes-Other -- Fill in Comments-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qSPAAY
FaultCode561,True,Drive Unit Controls-Complete Tower Boxes-OW Timer Doesn't Break Safety-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVYAAY
FaultCode562,True,Drive Unit Controls-Complete Tower Boxes-OW Timer Doesn't Hold Safety-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVZAAY
FaultCode563,True,Drive Unit Controls-Complete Tower Boxes-Run Microswitch Fails Closed-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVaAAI
FaultCode564,True,Drive Unit Controls-Complete Tower Boxes-Run Microswitch Fails Open-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVbAAI
FaultCode565,True,Drive Unit Controls-Complete Tower Boxes-Safety Microswitch Fails Closed-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVcAAI
FaultCode566,True,Drive Unit Controls-Complete Tower Boxes-Safety Microswitch Fails Open-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVdAAI
FaultCode567,True,Drive Unit Controls-Complete Tower Boxes-Shipment Damage-Replace Component-0hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qSRAAY
FaultCode568,True,Drive Unit Controls-Complete Tower Boxes-Single Phasing-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVeAAI
FaultCode569,True,Drive Unit Controls-Complete Tower Boxes-Solenoid Valve Fails-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVfAAI
FaultCode570,True,Drive Unit Controls-Complete Tower Boxes-Terminal Block Defective-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVgAAI
FaultCode571,True,Drive Unit Controls-Complete Tower Boxes-Terminal Strip Stripped Out-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVhAAI
FaultCode572,True,Drive Unit Controls-Complete Tower Boxes-Tower Ahead Forward-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qViAAI
FaultCode573,True,Drive Unit Controls-Complete Tower Boxes-Tower Behind Forward-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVjAAI
FaultCode574,True,Drive Unit Controls-Complete Tower Boxes-Tower Behind Reverse-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVkAAI
FaultCode575,True,Drive Unit Controls-Complete Tower Boxes-Tower Box Cover Fell Off-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEXGA2,a83cf0000002qVlAAI
FaultCode576,True,Drive Unit Controls-Pivot Alignment-Coil Failure-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qSLAAY
FaultCode577,True,Drive Unit Controls-Pivot Alignment-Contact Points Burned-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qSUAAY
FaultCode578,True,Drive Unit Controls-Pivot Alignment-Contact Points Damaged-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qTkAAI
FaultCode579,True,Drive Unit Controls-Pivot Alignment-Contactor Chattering-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qSVAAY
FaultCode580,True,Drive Unit Controls-Pivot Alignment-Contactor Locked in-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qSWAAY
FaultCode581,True,Drive Unit Controls-Pivot Alignment-Contactor not pulling in-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qSXAAY
FaultCode582,True,Drive Unit Controls-Pivot Alignment-Control Bearing Seized-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qVVAAY
FaultCode583,True,Drive Unit Controls-Pivot Alignment-Disconnect Switch Fails Closed-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qSYAAY
FaultCode584,True,Drive Unit Controls-Pivot Alignment-Disconnect Switch Fails Open-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qSZAAY
FaultCode585,True,Drive Unit Controls-Pivot Alignment-Factory Wiring Incorrect-Repair Wiring-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qTfAAI
FaultCode586,True,Drive Unit Controls-Pivot Alignment-Factory Wiring Incorrect-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qTjAAI
FaultCode587,True,Drive Unit Controls-Pivot Alignment-Factory Wiring Loose-Repair Wiring-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qTyAAI
FaultCode588,True,Drive Unit Controls-Pivot Alignment-Fuse Block Defective-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qScAAI
FaultCode589,True,Drive Unit Controls-Pivot Alignment-Grounding Block Defective-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qSdAAI
FaultCode590,True,Drive Unit Controls-Pivot Alignment-Housing Damaged-Replace Component-0hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qVWAAY
FaultCode591,True,Drive Unit Controls-Pivot Alignment-Latch Inoperable-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qVXAAY
FaultCode592,True,Drive Unit Controls-Pivot Alignment-Low Pressure Switch Fails Closed-Replace Component-1hr,0ZGcf0000002Y8vGAE,0ZGcf0000002YEYGA2,a83cf0000002qTlAAI
