WOD_2__Policy_Filter_Condition__c,WOD_2__Transfer_Fee__c,WOD_2__Payment_Definition__c,Mark_Policy_As_Primary_HDI__c,Coverage_transfer_window_period_fromdate__c,WOD_2__Coverage_Based_On__c,LastModifiedById,EWP_End_WP_from_Shipment_Date_HDI__c,WOD_2__Sub_Type__c,Machine_Hours_Energy_Units_Covered_HDI__c,OwnerId,WOD_2__Transferable_Month__c,LastReferencedDate,Comments__c,Policy_Name_HDI__c,Job_Code_Group_HDI__c,WOD_2__Months_Covered_From__c,Build_Date_Applicable_HDI__c,Is_Third_Party_Policy_HDI__c,WOD_2__Description__c,WOD_2__Pricebook_Type__c,Name,WOD_2__Terms_Condition__c,Business_Unit_HDI__c,Customer_Type__c,WOD_2__Is_Policy_Optional__c,WOD_2__Type__c,Installer_Certification_Status_HDI__c,Is_Policy_Displayed_To_Internal_Users_On__c,WOD_2__Active_From__c,Registration_Price__c,CreatedDate,WOD_2__Status__c,Limit_of_Liability_HDI__c,WOD_2__Business_Units__c,Is_Attachment_Mandatory_HDI__c,WOD_2__Days_Covered__c,WOD_2__Inclusion__c,LastModifiedDate,Months_Covered_From_Invoice_Date_HDI__c,CurrencyIsoCode,SystemModstamp,WOD_2__Months_Covered__c,WOD_2__Transferable__c,Maxi_number_of_transfer_to_end_customers__c,WOD_2__Category_To_Apply_Degradation__c,WOD_2__Days_Covered_From__c,Is_Policy_Applicable_for_DR_HDI__c,WOD_2__Active_Until__c,LastViewedDate,EWP_Start_WP_from_Delivery_Date_HDI__c,WOD_2__Exclusion__c,Months_Covered_From_Shipment_HDI__c,WOD_2__Expression__c,Months_Covered_FRM_OriginalDate_HDI__c,Ownership_State_HDI__c,CreatedById,IsDeleted,WOD_2__Priority__c,External_ID_HDI__c,Forced_Selection_Needed_During_DR_HDI__c,Months_Covered_From_Build_Date_HDI__c,Policy_Group_Name_HDI__c,Item_Condition_HDI__c,Id,WOD_2__Default_Policy_Definition__c,WOD_2__Extended_Policy_Cost__c,EWP_End_WP_from_Delivery_Date_HDI__c
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,8500.0,0058a00000Ma0lHAAR,,,,72 Months 8500 Hours Protection Plus Full,STANDARD_FULL,,False,False,72 Months 8500 Hours Protection Plus Full,,EXT-PP-72-8500-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2014-10-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:40:59.000+0000,,USD,2024-08-01T18:40:59.000+0000,72.0,True,,,,False,2059-10-01,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5260.0,110000000032081,False,,FULL;PARTS_LABOR,NEW,a0e8a00000GX7F0AAL,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,2500.0,0058a00000Ma0lHAAR,,,,60 Months 2500 Hours Protection Plus POWERTRAIN + HYDRAULICS,DRIVELINE_HYDRAULIC;Emissions,,False,False,60 Months 2500 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-60-2500-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:54:57.000+0000,0.0,USD,2024-08-01T18:54:57.000+0000,60.0,True,,,,False,2099-12-31,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5172.0,110000000032200,False,0.0,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW,a0e8a00000GX7F1AAL,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,0.0,,12000.0,0058a00000Ma0lHAAR,,,,Extended Key Account 72 Months 12000 Hours Powertrain Parts Prorata CEMEX,,,False,True,Extended Key Account 72 Months 12000 Hours Powertrain Parts Prorata CEMEX,,EXT-NG-72-12000-PWT-P-PRORATACEMEX,Daniel Araguz 01/10/2019: Policy created for CEMEX key account deal (SEP-2019). Only applicable for eligible CEMEX machines.,EUROPE,Dealer Rental/ RPO,True,EXTENDED,ANY,False,2019-09-01,,2022-11-30T10:16:37.000+0000,Active,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,0.0,EUR,2023-05-19T23:47:57.000+0000,72.0,False,,,,True,2060-12-31,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,801.0,110000000032122,False,0.0,PARTS_LABOR_TRAVEL;KAFULL,NEW,a0e8a00000GX7F2AAL,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,1000.0,0058a00000Ma0lHAAR,,,,36 Months 1000 Hours Protection Plus POWERTRAIN + HYDRAULICS,DRIVELINE_HYDRAULIC;Emissions,,False,False,36 Months 1000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-36-1000-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-12-23,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:40:59.000+0000,0.0,USD,2024-08-01T18:40:59.000+0000,36.0,True,,,,False,2099-12-23,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5076.0,110000000032289,False,0.0,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW,a0e8a00000GX7F3AAL,False,,99999.0
OR,0.0,,False,9999999999.0,,0058a00000MaBalAAF,99999.0,,10000.0,0058a00000Ma0lHAAR,,,,72 Months 10000 Hours Protection Plus Full,STANDARD_FULL,,False,False,72 Months 10000 Hours Protection Plus Full,,EXT-PP-72-10000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T19:00:50.000+0000,0.0,USD,2024-08-01T19:00:50.000+0000,72.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5298.0,110000000032320,False,0.0,FULL;PARTS_LABOR,NEW,a0e8a00000GX7F4AAL,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,8000.0,0058a00000Ma0lHAAR,,,,60 Months 8000 Hours Protection Plus Full,STANDARD_FULL,,False,False,60 Months 8000 Hours Protection Plus Full,,EXT-PP-60-8000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2010-01-06,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:53:16.000+0000,0.0,USD,2024-08-01T18:53:16.000+0000,60.0,True,,,,False,2099-01-06,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5199.0,110000000040080,False,0.0,FULL;PARTS_LABOR,NEW,a0e8a00000GX7F5AAL,False,,99999.0
OR,0.0,,False,9999999999.0,,0058a00000MaBalAAF,99999.0,,1500.0,0058a00000Ma0lHAAR,,,,12 Months 1500 Hours Protection Plus POWERTRAIN + HYDRAULICS,DRIVELINE_HYDRAULIC;Emissions,,False,False,12 Months 1500 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-12-1500-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2014-02-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:43:50.000+0000,0.0,USD,2024-08-01T18:43:50.000+0000,12.0,True,,,,False,2063-02-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5006.0,110000000040300,False,0.0,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW;CONSIGNMENT,a0e8a00000GX7F6AAL,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,9000.0,0058a00000Ma0lHAAR,,,,36 Months 9000 Hours Protection Plus POWERTRAIN + HYDRAULICS,DRIVELINE_HYDRAULIC;Emissions,,False,False,36 Months 9000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-36-9000-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-02-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:40:59.000+0000,0.0,USD,2024-08-01T18:40:59.000+0000,36.0,True,,,,False,2099-02-25,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5116.0,110000000040321,False,0.0,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW,a0e8a00000GX7F7AAL,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,0.0,,2000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 24 Months or 2000 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 24 Months or 2000 Hours Full machine Distance Labour Parts,,EXT-PP-24-2000-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,2022-11-30T10:16:37.000+0000,Active,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,0.0,EUR,2023-05-19T23:47:57.000+0000,24.0,True,,,,False,2060-12-31,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,6001.0,110000000040392,False,0.0,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;PREOWNED,a0e8a00000GX7F8AAL,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,9999.0,,4000.0,0058a00000Ma0lHAAR,,,,Planned Maintenance 36 month 4000 hours,,,False,False,Planned Maintenance 36 month 4000 hours,,PM-SL-36-4000-MAINTENANCE-LPT,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account",True,MAINTENANCE,ANY,False,2017-01-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:12:21.000+0000,0.0,USD,2024-02-29T16:12:21.000+0000,36.0,False,,,,False,2050-01-01,,0.0,,0.0,,0.0,First Owner;Preowned,0058a00000Ma0lHAAR,False,2501.0,110000000040406,False,0.0,PARTS_SLP_LABOR,NEW,a0e8a00000GX7F9AAL,False,,9999.0
OR,0.0,,False,,,0058a00000MaBalAAF,9999.0,,5000.0,0058a00000Ma0lHAAR,,,,Planned Maintenance 48 month 5000 hours,,,False,False,Planned Maintenance 48 month 5000 hours,,PM-SL-48-5000-MAINTENANCE-LPT,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account",True,MAINTENANCE,ANY,False,2016-01-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:12:21.000+0000,0.0,USD,2024-02-29T16:12:21.000+0000,48.0,False,,,,False,2050-01-01,,0.0,,0.0,,0.0,First Owner;Preowned,0058a00000Ma0lHAAR,False,2504.0,110000000040409,False,0.0,PARTS_SLP_LABOR,NEW,a0e8a00000GX7FAAA1,False,,9999.0
OR,0.0,,False,9999999999.0,,0058a00000MaBalAAF,99999.0,,2500.0,0058a00000Ma0lHAAR,,,,60 Months 2500 Hours Protection Plus Full,STANDARD_FULL,,False,False,60 Months 2500 Hours Protection Plus Full,,EXT-PP-60-2500-FULL,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-08-31,,2022-11-30T10:16:37.000+0000,Active,0.0,NORTHAMERICA,False,,,2024-08-01T18:57:52.000+0000,0.0,USD,2024-08-01T18:57:52.000+0000,60.0,True,,,,False,2099-08-31,,0.0,,0.0,,0.0,First Owner,0058a00000Ma0lHAAR,False,5171.0,110000000041240,False,0.0,FULL;PARTS_LABOR,NEW,a0e8a00000GX7FBAA1,False,,99999.0
OR,0.0,,False,99999999.0,,0058a00000MaBalAAF,99999.0,,4000.0,0058a00000Ma0lHAAR,,,,84 Months 4000 Hours Protection Plus FULL,STANDARD_FULL,,False,False,84 Months 4000 Hours Protection Plus FULL,,EXT-PP-84-4000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-01-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:41:11.000+0000,0.0,USD,2024-08-01T18:41:11.000+0000,84.0,True,,,,False,2099-12-31,,0.0,,0.0,,0.0,First Owner,0058a00000Ma0lHAAR,False,5284.0,110000000041180,False,0.0,FULL;PARTS_LABOR,NEW,a0e8a00000GX7FCAA1,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,9999.0,,5000.0,0058a00000Ma0lHAAR,,,,Planned Maintenance 60 month 5000 hours,,,False,False,Planned Maintenance 60 month 5000 hours,,PM-SL-60-5000-MAINTENANCE-LPT,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account",True,MAINTENANCE,ANY,False,2016-01-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:12:21.000+0000,0.0,USD,2024-02-29T16:12:21.000+0000,60.0,False,,,,False,2050-01-01,,0.0,,0.0,,0.0,First Owner;Preowned,0058a00000Ma0lHAAR,False,2505.0,110000000040410,False,0.0,PARTS_SLP_LABOR,NEW,a0e8a00000GX7FDAA1,False,,9999.0
OR,0.0,,False,,,0058a00000MaBalAAF,9999.0,,6000.0,0058a00000Ma0lHAAR,,,,Planned Maintenance 60 month 6000 hours,,,False,False,Planned Maintenance 60 month 6000 hours,,PM-SL-60-6000-MAINTENANCE-LPT,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account",True,MAINTENANCE,ANY,False,2016-01-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:12:21.000+0000,0.0,USD,2024-02-29T16:12:21.000+0000,60.0,False,,,,False,2050-01-01,,0.0,,0.0,,0.0,First Owner;Preowned,0058a00000Ma0lHAAR,False,2506.0,110000000040411,False,0.0,PARTS_SLP_LABOR,NEW,a0e8a00000GX7FEAA1,False,,9999.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,8000.0,0058a00000Ma0lHAAR,,,,48 Months 8000 Hours Protection Plus POWERTRAIN + HYDRAULICS,DRIVELINE_HYDRAULIC;Emissions,,False,False,48 Months 8000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-48-8000-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:40:59.000+0000,0.0,USD,2024-08-01T18:40:59.000+0000,48.0,True,,,,False,2060-12-31,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5164.0,110000000041155,False,0.0,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW,a0e8a00000GX7FFAA1,False,,99999.0
OR,0.0,,False,,,0058a00000MaBalAAF,9999.0,,3000.0,0058a00000Ma0lHAAR,,,,Planned Maintenance 36 month 3000 hours,,,False,False,Planned Maintenance 36 month 3000 hours,,PM-SL-36-3000-MAINTENANCE-LPT,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account",True,MAINTENANCE,ANY,False,2016-01-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:12:40.000+0000,0.0,USD,2024-02-29T16:12:40.000+0000,36.0,False,,,,False,2050-01-01,,0.0,,0.0,,0.0,First Owner;Preowned,0058a00000Ma0lHAAR,False,2500.0,110000000040405,False,0.0,PARTS_SLP_LABOR,NEW,a0e8a00000GX7FGAA1,False,,9999.0
OR,0.0,,False,,,0058a00000MaBalAAF,9999.0,,6000.0,0058a00000Ma0lHAAR,,,,Planned Maintenance 36 month 6000 hours,,,False,False,Planned Maintenance 36 month 6000 hours,,PM-SL-36-6000-MAINTENANCE-LPT,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account",True,MAINTENANCE,ANY,False,2016-01-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:12:21.000+0000,0.0,USD,2024-02-29T16:12:21.000+0000,36.0,False,,,,False,2050-01-01,,0.0,,0.0,,0.0,First Owner;Preowned,0058a00000Ma0lHAAR,False,2502.0,110000000040407,False,0.0,PARTS_SLP_LABOR,NEW,a0e8a00000GX7FHAA1,False,,9999.0
OR,0.0,,False,,,0058a00000MaBalAAF,9999.0,,4000.0,0058a00000Ma0lHAAR,,,,Planned Maintenance 48 month 4000 hours,,,False,False,Planned Maintenance 48 month 4000 hours,,PM-SL-48-4000-MAINTENANCE-LPT,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account",True,MAINTENANCE,ANY,False,2016-01-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:12:21.000+0000,0.0,USD,2024-02-29T16:12:21.000+0000,48.0,False,,,,False,2050-01-01,,0.0,,0.0,,0.0,First Owner;Preowned,0058a00000Ma0lHAAR,False,2503.0,110000000040408,False,0.0,PARTS_SLP_LABOR,NEW,a0e8a00000GX7FIAA1,False,,9999.0
OR,0.0,,False,,,0058a00000MaBalAAF,9999.0,,7500.0,0058a00000Ma0lHAAR,,,,Planned Maintenance 60 month 7500 hours,,,False,False,Planned Maintenance 60 month 7500 hours,,PM-SL-60-7500-MAINTENANCE-LPT,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account",True,MAINTENANCE,ANY,False,2016-01-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-02-29T16:12:21.000+0000,0.0,USD,2024-02-29T16:12:21.000+0000,60.0,False,,,,False,2050-01-01,,0.0,,0.0,,0.0,First Owner;Preowned,0058a00000Ma0lHAAR,False,2507.0,110000000040412,False,0.0,PARTS_SLP_LABOR,NEW,a0e8a00000GX7FJAA1,False,,9999.0
OR,0.0,,False,9999999999.0,,0058a00000MaBalAAF,99999.0,,1500.0,0058a00000Ma0lHAAR,,,,18 Months 1500 Hours Protection Plus FULL,STANDARD_FULL,,False,False,18 Months 1500 Hours Protection Plus FULL,,EXT-PP-18-1500-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2015-03-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:40:59.000+0000,0.0,USD,2024-08-01T18:40:59.000+0000,18.0,True,,,,False,2060-03-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5022.0,110000000040980,False,0.0,FULL;PARTS_LABOR,NEW,a0e8a00000GX7FKAA1,False,,99999.0
OR,0.0,,False,9999999999.0,,0058a00000MaBalAAF,99999.0,,500.0,0058a00000Ma0lHAAR,,,,6 Months 500 Hours Protection Plus POWERTRAIN + HYDRAULICS,DRIVELINE_HYDRAULIC;Emissions,,False,False,6 Months 500 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-6-500-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2010-01-01,,2022-11-30T10:16:37.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:40:59.000+0000,0.0,USD,2024-08-01T18:40:59.000+0000,6.0,True,,,,False,2060-12-31,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,5000.0,110000000041000,False,0.0,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW;REFURBISHED;PREOWNED,a0e8a00000GX7FLAA1,False,,99999.0
OR,0.0,,False,,,0058a00000Ma0lHAAR,0.0,,9999.0,0058a00000Ma0lHAAR,,,,Standard-24 Months-Unlimited Hours-Full machine Labour Parts,,,False,False,Standard-24 Months-Unlimited Hours-Full machine Labour Parts,,STD-S-24-9999-FULL-LP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO;Dealer Rental/ RPO,True,STANDARD,ANY,False,2020-08-25,,2022-11-30T10:16:37.000+0000,Active,0.0,EUROPE,False,,,2022-12-22T12:45:47.000+0000,0.0,EUR,2022-12-22T12:45:47.000+0000,24.0,True,,,,True,2051-01-01,,0.0,,30.0,,0.0,First Owner;Dealer Rental,0058a00000Ma0lHAAR,False,888.0,110000000041260,False,0.0,PARTS ONLY,NEW,a0e8a00000GX7FMAA1,False,,0.0
OR,0.0,,False,9999999999.0,,0058a00000MaBalAAF,99999.0,,2500.0,0058a00000Ma0lHAAR,,,,12 Months 2500 Hours Protection Plus POWERTRAIN + HYDRAULICS,DRIVELINE_HYDRAULIC;Emissions,,False,False,12 Months 2500 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-12-2500-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2014-01-01,,2022-11-30T10:16:37.000+0000,Active,0.0,NORTHAMERICA,False,,,2024-08-01T18:44:26.000+0000,0.0,USD,2024-08-01T18:44:26.000+0000,12.0,True,,,,False,2099-10-02,,0.0,,0.0,,0.0,First Owner,0058a00000Ma0lHAAR,False,5011.0,110000000041300,False,0.0,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW;PREOWNED,a0e8a00000GX7FNAA1,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,0.0,,2000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 36 Months or 2000 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 36 Months or 2000 Hours Full machine Distance Labour Parts,,EXT-PP-36-2000-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2021-01-01,,2022-11-30T10:16:37.000+0000,Inactive,0.0,EUROPE,False,,,2023-05-19T23:47:57.000+0000,,EUR,2023-05-19T23:47:57.000+0000,36.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,170.0,110000000041981,False,,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;PREOWNED,a0e8a00000GX7FOAA1,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,0.0,,4000.0,0058a00000Ma0lHAAR,,,,Extended Standard 36 Months or 4000 Hours Full machine Distance Labour Parts,,,False,False,Extended Standard 36 Months or 4000 Hours Full machine Distance Labour Parts,,EXT-PP-36-4000-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2021-01-01,,2022-11-30T10:16:37.000+0000,Active,0.0,EUROPE,False,,,2023-05-19T23:47:57.000+0000,0.0,EUR,2023-05-19T23:47:57.000+0000,36.0,True,,,,False,2060-12-31,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,6003.0,110000000041982,False,0.0,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;PREOWNED,a0e8a00000GX7FPAA1,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,0.0,,3000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 60Months or 3000 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 60Months or 3000 Hours Full machine Distance Labour Parts,,EXT-PP-60-3000-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2021-01-01,,2022-11-30T10:16:37.000+0000,Active,0.0,EUROPE,False,,,2023-05-19T23:47:57.000+0000,0.0,EUR,2023-05-19T23:47:57.000+0000,60.0,True,,,,False,2060-12-31,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,6006.0,110000000041985,False,0.0,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;PREOWNED,a0e8a00000GX7FQAA1,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,0.0,,4000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 60Months or 4000 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 60Months or 4000 Hours Full machine Distance Labour Parts,,EXT-PP-60-4000-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2021-01-01,,2022-11-30T10:16:37.000+0000,Active,0.0,EUROPE,False,,,2023-05-19T23:47:57.000+0000,0.0,EUR,2023-05-19T23:47:57.000+0000,60.0,True,,,,False,2060-12-08,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,6007.0,110000000041986,False,0.0,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;PREOWNED,a0e8a00000GX7FRAA1,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,0.0,,6000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 60Months or 6000 Hours Full machine Distance Labour Parts,,,False,False,Extended Protection Plus 60Months or 6000 Hours Full machine Distance Labour Parts,,EXT-PP-60-6000-PPFULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2021-01-01,,2022-11-30T10:16:37.000+0000,Active,0.0,EUROPE,False,,,2023-05-19T23:47:57.000+0000,0.0,EUR,2023-05-19T23:47:57.000+0000,60.0,True,,,,False,2060-12-08,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,6008.0,110000000041987,False,0.0,PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS;Protection Plus;PPFULL,NEW;PREOWNED,a0e8a00000GX7FSAA1,False,,99999.0
