Id,Name,WOD_2__Units_Of_Measure__c,CurrencyIsoCode,WOD_2__Business_Unit__c,WOD_2__Business_Units__c,WOD_2__Item_Type__c,WOD_2__Major_Part__c,WOD_2__Parent_Product__c,WOD_2__Track_Type__c,WOD_2__Type__c,Business_Units_Text__c,Description_DE__c,Description_EN__c,Description_ES__c,Description_FR__c,Description_HU__c,Description_IT__c,Description_JA__c,Description_NL__c,Description_NO__c,Description_PL__c,Description_TR__c,Is_Active__c,Part_Return_Required__c,Photo_Required__c,Series_Code__c,TWOD_Eligible_for_Discount__c,Warranty_Product_Auto_Number__c,Warranty_Product_Code__c,Wearing_Part__c,KPAD_Number__c,Product_Name__c,is_valid,issue
a170E0000060TXCQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,AM3300,AM3300,AM3300,AM3300,,AM3300,,AM3300,,AM3300,AM3300,True,False,False,1020000100.0,False,1463,10200.0,False,10200-00010,1.02e+17,True,
a170E0000060TXDQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,F1900E,F1900E,F1900E,F1900E,,F1900E,,F1900E,,F1900E,F1900E,True,False,False,1020000100.0,False,1464,10200.0,False,10200-00100,1.02e+17,True,
a170E0000060TXEQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,F1900D,F1900D,F1900D,F1900D,,F1900D,,F1900D,,F1900D,F1900D,True,False,False,1020000100.0,False,1465,10200.0,False,10200-00200,1.02e+17,True,
a170E0000060TXFQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000100.0,False,1466,10200.0,False,10200-00300,1.02e+17,True,
a170E0000060TXGQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000100.0,False,1467,10200.0,False,10200-00400,1.02e+17,True,
a170E0000060TXHQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000100.0,False,1468,10200.0,False,10200-00500,1.02e+17,True,
a170E0000060TXIQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000100.0,False,1469,10200.0,False,10200-00600,1.02e+17,True,
a170E0000060TXJQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000100.0,False,1470,10200.0,False,10200-00700,1.02e+17,True,
a170E0000060TXKQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000100.0,False,1471,10200.0,False,10200-00800,1.02e+17,True,
a170E0000060TXLQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000100.0,False,1472,10200.0,False,10200-00900,1.02e+17,True,
a170E0000060TXMQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000100.0,False,1473,10200.0,False,10200-01000,1.02e+17,True,
a170E0000060TXNQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,F2560,F2560,F2560,F2560,,F2560,,F2560,,F2560,F2560,True,False,False,1020000100.0,False,1474,10200.0,False,10200-01010,1.02e+17,True,
a170E0000060TXOQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,F3060,F3060,F3060,F3060,,F3060,,F3060,,F3060,F3060,True,False,False,1020000100.0,False,1475,10200.0,False,10200-01020,1.02e+17,True,
a170E0000060TXPQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,F3560,F3560,F3560,F3560,,F3560,,F3560,,F3560,F3560,True,False,False,1020000100.0,False,1476,10200.0,False,10200-01030,1.02e+17,True,
a170E0000060TXQQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,F2880,F2880,F2880,F2880,,F2880,,F2880,,F2880,F2880,True,False,False,1020000100.0,False,1477,10200.0,False,10200-02010,1.02e+17,True,
a170E0000060TXRQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,F3680,F3680,F3680,F3680,,F3680,,F3680,,F3680,F3680,True,False,False,1020000100.0,False,1478,10200.0,False,10200-02020,1.02e+17,True,
a170E0000060TXSQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,F2890E,F2890E,F2890E,F2890E,,F2890E,,F2890E,,F2890E,F2890E,True,False,False,1020000100.0,False,1479,10200.0,False,10200-03010,1.02e+17,True,
a170E0000060TXTQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,F3090,F3090,F3090,F3090,,F3090,,F3090,,F3090,F3090,True,False,False,1020000100.0,False,1480,10200.0,False,10200-03020,1.02e+17,True,
a170E0000060TXUQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,F3890,F3890,F3890,F3890,,F3890,,F3890,,F3890,F3890,True,False,False,1020000100.0,False,1481,10200.0,False,10200-03030,1.02e+17,True,
a170E0000060TXVQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,F251E,F251E,F251E,F251E,,F251E,,F251E,,F251E,F251E,True,False,False,1020000100.0,False,1482,10200.0,False,10200-04010,1.02e+17,True,
a170E0000060TXWQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,F251,F251,F251,F251,,F251,,F251,,F251,F251,True,False,False,1020000100.0,False,1483,10200.0,False,10200-04015,1.02e+17,True,
a170E0000060TXXQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCCQA2,Serialzied,Model,KBT-EU,F391,F391,F391,F391,,F391,,F391,,F391,F391,True,False,False,1020000100.0,False,1484,10200.0,False,10200-04020,1.02e+17,True,
a170E0000060TXYQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCDQA2,Serialzied,Model,KBT-EU,FC3-261,FC3-261,FC3-261,FC3-261,,FC3-261,,FC3-261,,FC3-261,FC3-261,True,False,False,1020000130.0,False,1485,10200.0,False,10200-00600,1.02e+17,True,
a170E0000060TXZQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCEQA2,Serialzied,Model,KBT-EU,FC4-501,FC4-501,FC4-501,FC4-501,,FC4-501,,FC4-501,,FC4-501,FC4-501,True,False,False,1020000140.0,False,1486,10200.0,False,10200-00400,1.02e+17,True,
a170E0000060TXaQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G3,G3,G3,G3,,G3,,G3,,G3,G3,True,False,False,1020000200.0,False,1487,10200.0,False,10200-00010,1.02e+17,True,
a170E0000060TXbQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000200.0,False,1488,10200.0,False,10200-00100,1.02e+17,True,
a170E0000060TXcQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000200.0,False,1489,10200.0,False,10200-00200,1.02e+17,True,
a170E0000060TXdQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000200.0,False,1490,10200.0,False,10200-00300,1.02e+17,True,
a170E0000060TXeQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000200.0,False,1491,10200.0,False,10200-00400,1.02e+17,True,
a170E0000060TXfQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000200.0,False,1492,10200.0,False,10200-00450,1.02e+17,True,
a170E0000060TXgQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000200.0,False,1493,10200.0,False,10200-00500,1.02e+17,True,
a170E0000060TXhQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000200.0,False,1494,10200.0,False,10200-00600,1.02e+17,True,
a170E0000060TXiQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000200.0,False,1495,10200.0,False,10200-00700,1.02e+17,True,
a170E0000060TXjQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000200.0,False,1496,10200.0,False,10200-00800,1.02e+17,True,
a170E0000060TXkQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000200.0,False,1497,10200.0,False,10200-00850,1.02e+17,True,
a170E0000060TXlQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000200.0,False,1498,10200.0,False,10200-00900,1.02e+17,True,
a170E0000060TXmQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000200.0,False,1499,10200.0,False,10200-00950,1.02e+17,True,
a170E0000060TXnQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G1700,G1700,G1700,G1700,,G1700,,G1700,,G1700,G1700,True,False,False,1020000200.0,False,1500,10200.0,False,10200-01010,1.02e+17,True,
a170E0000060TXoQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G1900S,G1900S,G1900S,G1900S,,G1900S,,G1900S,,G1900S,G1900S,True,False,False,1020000200.0,False,1501,10200.0,False,10200-01020,1.02e+17,True,
a170E0000060TXpQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G18LD,G18LD,G18LD,G18LD,,G18LD,,G18LD,,G18LD,G18LD,True,False,False,1020000200.0,False,1502,10200.0,False,10200-02010,1.02e+17,True,
a170E0000060TXqQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G18HD,G18HD,G18HD,G18HD,,G18HD,,G18HD,,G18HD,G18HD,True,False,False,1020000200.0,False,1503,10200.0,False,10200-02015,1.02e+17,True,
a170E0000060TXrQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G21LD,G21LD,G21LD,G21LD,,G21LD,,G21LD,,G21LD,G21LD,True,False,False,1020000200.0,False,1504,10200.0,False,10200-03010,1.02e+17,True,
a170E0000060TXsQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G21HD,G21HD,G21HD,G21HD,,G21HD,,G21HD,,G21HD,G21HD,True,False,False,1020000200.0,False,1505,10200.0,False,10200-03015,1.02e+17,True,
a170E0000060TXtQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G2160,G2160,G2160,G2160,,G2160,,G2160,,G2160,G2160,True,False,False,1020000200.0,False,1506,10200.0,False,10200-03020,1.02e+17,True,
a170E0000060TXuQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G23LD,G23LD,G23LD,G23LD,,G23LD,,G23LD,,G23LD,G23LD,True,False,False,1020000200.0,False,1507,10200.0,False,10200-04010,1.02e+17,True,
a170E0000060TXvQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G23HD,G23HD,G23HD,G23HD,,G23HD,,G23HD,,G23HD,G23HD,True,False,False,1020000200.0,False,1508,10200.0,False,10200-04015,1.02e+17,True,
a170E0000060TXwQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G26LD,G26LD,G26LD,G26LD,,G26LD,,G26LD,,G26LD,G26LD,True,False,False,1020000200.0,False,1509,10200.0,False,10200-04020,1.02e+17,True,
a170E0000060TXxQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G26HD,G26HD,G26HD,G26HD,,G26HD,,G26HD,,G26HD,G26HD,True,False,False,1020000200.0,False,1510,10200.0,False,10200-04025,1.02e+17,True,
a170E0000060TXyQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G23-1-LD-48,G23-1-LD-48,G23-1-LD-48,G23-1-LD-48,,G23-1-LD-48,,G23-1-LD-48,,G23-1-LD-48,G23-1-LD-48,True,False,False,1020000200.0,False,1511,10200.0,False,10200-05010,1.02e+17,True,
a170E0000060TXzQAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G23-1-HD-48,G23-1-HD-48,G23-1-HD-48,G23-1-HD-48,,G23-1-HD-48,,G23-1-HD-48,,G23-1-HD-48,G23-1-HD-48,True,False,False,1020000200.0,False,1512,10200.0,False,10200-05015,1.02e+17,True,
a170E0000060TY0QAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G26-1-HD-48,G26-1-HD-48,G26-1-HD-48,G26-1-HD-48,,G26-1-HD-48,,G26-1-HD-48,,G26-1-HD-48,G26-1-HD-48,True,False,False,1020000200.0,False,1513,10200.0,False,10200-05025,1.02e+17,True,
a170E0000060TY1QAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G26-1-LD-54,G26-1-LD-54,G26-1-LD-54,G26-1-LD-54,,G26-1-LD-54,,G26-1-LD-54,,G26-1-LD-54,G26-1-LD-54,True,False,False,1020000200.0,False,1514,10200.0,False,10200-05030,1.02e+17,True,
a170E0000060TY2QAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G26-1-HD-54,G26-1-HD-54,G26-1-HD-54,G26-1-HD-54,,G26-1-HD-54,,G26-1-HD-54,,G26-1-HD-54,G26-1-HD-54,True,False,False,1020000200.0,False,1515,10200.0,False,10200-05035,1.02e+17,True,
a170E0000060TY3QAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCFQA2,Serialzied,Model,KBT-EU,G26-1-RD-48,G26-1-RD-48,G26-1-RD-48,G26-1-RD-48,,G26-1-RD-48,,G26-1-RD-48,,G26-1-RD-48,G26-1-RD-48,True,False,False,1020000200.0,False,1516,10200.0,False,10200-05040,1.02e+17,True,
a170E0000060TY4QAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCGQA2,Serialzied,Model,KBT-EU,GZD15 LD,GZD15 LD,GZD15 LD,GZD15 LD,,GZD15 LD,,GZD15 LD,,GZD15 LD,GZD15 LD,True,False,False,1020000300.0,False,1517,10200.0,False,10200-00100,1.02e+17,True,
a170E0000060TY5QAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCGQA2,Serialzied,Model,KBT-EU,GZD15 HD,GZD15 HD,GZD15 HD,GZD15 HD,,GZD15 HD,,GZD15 HD,,GZD15 HD,GZD15 HD,True,False,False,1020000300.0,False,1518,10200.0,False,10200-00150,1.02e+17,True,
a170E0000060TY6QAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCGQA2,Serialzied,Model,KBT-EU,GZD21 HD,GZD21 HD,GZD21 HD,GZD21 HD,,GZD21 HD,,GZD21 HD,,GZD21 HD,GZD21 HD,True,False,False,1020000300.0,False,1519,10200.0,False,10200-00200,1.02e+17,True,
a170E0000060TY7QAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCHQA2,Serialzied,Model,KBT-EU,TG1860,TG1860,TG1860,TG1860,,TG1860,,TG1860,,TG1860,TG1860,True,False,False,1020000400.0,False,1520,10200.0,False,10200-00010,1.02e+17,True,
a170E0000060TY8QAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCHQA2,Serialzied,Model,KBT-EU,GR1600,GR1600,GR1600,GR1600,,GR1600,,GR1600,,GR1600,GR1600,True,False,False,1020000400.0,False,1521,10200.0,False,10200-00100,1.02e+17,True,
a170E0000060TY9QAM,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCHQA2,Serialzied,Model,KBT-EU,GR1600ID,GR1600ID,GR1600ID,GR1600ID,,GR1600ID,,GR1600ID,,GR1600ID,GR1600ID,True,False,False,1020000400.0,False,1522,10200.0,False,10200-00150,1.02e+17,True,
a170E0000060TYAQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCHQA2,Serialzied,Model,KBT-EU,GR2100,GR2100,GR2100,GR2100,,GR2100,,GR2100,,GR2100,GR2100,True,False,False,1020000400.0,False,1523,10200.0,False,10200-00200,1.02e+17,True,
a170E0000060TYBQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCHQA2,Serialzied,Model,KBT-EU,GR2100S,GR2100S,GR2100S,GR2100S,,GR2100S,,GR2100S,,GR2100S,GR2100S,True,False,False,1020000400.0,False,1524,10200.0,False,10200-00250,1.02e+17,True,
a170E0000060TYCQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCHQA2,Serialzied,Model,KBT-EU,GR2120,GR2120,GR2120,GR2120,,GR2120,,GR2120,,GR2120,GR2120,True,False,False,1020000400.0,False,1525,10200.0,False,10200-00300,1.02e+17,True,
a170E0000060TYDQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCHQA2,Serialzied,Model,KBT-EU,GR2120S,GR2120S,GR2120S,GR2120S,,GR2120S,,GR2120S,,GR2120S,GR2120S,True,False,False,1020000400.0,False,1526,10200.0,False,10200-00350,1.02e+17,True,
a170E0000060TYEQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCIQA2,Serialzied,Model,KBT-EU,ZD21,ZD21,ZD21,ZD21,,ZD21,,ZD21,,ZD21,ZD21,True,False,False,1020000500.0,False,1527,10200.0,False,10200-00010,1.02e+17,True,
a170E0000060TYFQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCIQA2,Serialzied,Model,KBT-EU,ZD28,ZD28,ZD28,ZD28,,ZD28,,ZD28,,ZD28,ZD28,True,False,False,1020000500.0,False,1528,10200.0,False,10200-00020,1.02e+17,True,
a170E0000060TYGQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCIQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000500.0,False,1529,10200.0,False,10200-00100,1.02e+17,True,
a170E0000060TYHQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCIQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000500.0,False,1530,10200.0,False,10200-00200,1.02e+17,True,
a170E0000060TYIQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCIQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000500.0,False,1531,10200.0,False,10200-00300,1.02e+17,True,
a170E0000060TYJQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCIQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000500.0,False,1532,10200.0,False,10200-00350,1.02e+17,True,
a170E0000060TYKQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCIQA2,Serialzied,Model,KBT-EU,ZD326-60,ZD326-60,ZD326-60,ZD326-60,,ZD326-60,,ZD326-60,,ZD326-60,ZD326-60,True,False,False,1020000500.0,False,1533,10200.0,False,10200-01010,1.02e+17,True,
a170E0000060TYLQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCIQA2,Serialzied,Model,KBT-EU,ZD326-60R,ZD326-60R,ZD326-60R,ZD326-60R,,ZD326-60R,,ZD326-60R,,ZD326-60R,ZD326-60R,True,False,False,1020000500.0,False,1534,10200.0,False,10200-01020,1.02e+17,True,
a170E0000060TYMQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCIQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000500.0,False,1535,10200.0,False,10200-01100,1.02e+17,True,
a170E0000060TYNQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCIQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,True,False,False,1020000500.0,False,1536,10200.0,False,10200-01200,1.02e+17,True,
a170E0000060TYOQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCIQA2,Serialzied,Model,KBT-EU,ZD1211R-60-EU,ZD1211R-60-EU,ZD1211R-60-EU,ZD1211R-60-EU,,ZD1211R-60-EU,,ZD1211R-60-EU,,ZD1211R-60-EU,ZD1211R-60-EU,True,False,False,1020000500.0,False,1537,10200.0,False,10200-02010,1.02e+17,True,
a170E0000060TYPQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCIQA2,Serialzied,Model,KBT-EU,ZD1211R-60R-EU,ZD1211R-60R-EU,ZD1211R-60R-EU,ZD1211R-60R-EU,,ZD1211R-60R-EU,,ZD1211R-60R-EU,,ZD1211R-60R-EU,ZD1211R-60R-EU,True,False,False,1020000500.0,False,1538,10200.0,False,10200-02020,1.02e+17,True,
a170E0000060TYQQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCJQA2,Serialzied,Model,KBT-EU,Z122RKW-42-EU,Z122RKW-42-EU,Z122RKW-42-EU,Z122RKW-42-EU,,Z122RKW-42-EU,,Z122RKW-42-EU,,Z122RKW-42-EU,Z122RKW-42-EU,True,False,False,1020000550.0,False,1539,10200.0,False,10200-00100,1.02e+17,True,
a170E0000060TYRQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCJQA2,Serialzied,Model,KBT-EU,Z1-421KW-42,Z1-421KW-42,Z1-421KW-42,Z1-421KW-42,,Z1-421KW-42,,Z1-421KW-42,,Z1-421KW-42,Z1-421KW-42,True,False,False,1020000550.0,False,1540,10200.0,False,10200-00200,1.02e+17,True,
a170E0000060TYSQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCJQA2,Serialzied,Model,KBT-EU,Z2-481,Z2-481,Z2-481,Z2-481,,Z2-481,,Z2-481,,Z2-481,Z2-481,True,False,False,1020000550.0,False,1541,10200.0,False,10200-00300,1.02e+17,True,
a170E0000060TYTQA2,1.02e+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,False,a170E0000060TCKQA2,Serialzied,Model,KBT-EU,T1600H,T1600H,T1600H,T1600H,,T1600H,,T1600H,,T1600H,T1600H,True,False,False,1020000600.0,False,1542,10200.0,False,10200-00010,1.02e+17,True,
